ID,Title,Brand,Price,Category,Subcategory,Total Price,Sale Price,Description,Ingredients & How to use,Photo_Links
80763956,Atulya lemon & mint soap - 125gm,Atulya,249,BODY CARE,BODY CARE,582,"Atulya sandalwood soap - 300gm (pack of 4)
Sale price: 328
Atulya mix fruit soap - 75 gm
Sale price: 90
Atulya organic bamboo charcoal foaming face wash 100ml
Sale price: 164
","Atulya lemon and mint soap have powerful ingredients that reduce rashes and skin infections, leaving skin calm and fresh. also, it helps control acne and makes skin tone even. with cooling properties, this soap keeps your skin fresh all day long.

with a blend of powerful ingredients like lemon & mint, this soap makes your skin healthy.
it calms skin irritation, controls acne, and helps improve overall skin tone.
it deeply cleanses your body by removing dirt & pollutants and makes skin soft.
it has the citrus goodness that keeps your skin fresh all day long.
free from harsh chemicals like paraben, sulphate, and mineral oil, this soap suits all skin types.",,"https://myatulya.com/cdn/shop/files/Lemon_MintHandmadeSoapA_Content-AT-01.jpg?v=1690622094&width=1080, https://myatulya.com/cdn/shop/files/Lemon_MintHandmadeSoapA_Content-AT-02.jpg?v=1690622094&width=1080, https://myatulya.com/cdn/shop/files/Lemon_MintHandmadeSoapA_Content-AT-03.jpg?v=1690622093&width=1080, https://myatulya.com/cdn/shop/files/Lemon_MintHandmadeSoapA_Content-AT-04.jpg?v=1690622093&width=1080"
16528913,Atulya activated bamboo charcoal soap (pack of 4),Atulya,596,BODY CARE,BODY CARE,"1,074","This item: atulya activated bamboo charcoal soap (pack of 4)
Sale price: 328
Atulya aloe vera soap - 300 gm (pack of 4)
Sale price: 328
Atulya sandalwood soap - 300gm (pack of 4)
Sale price: 328
Atulya orange & lemongrass soap - 75gm
Sale price: 90
","Atulya activated bamboo charcoal soap is rich in antioxidants that help to protect the skin from pollutants, dirt, and toxins. it deeply cleanses the skin and exfoliates dead skin cells. this natural handmade soap hydrates your skin, gives it a natural glow, and makes it soft.

this natural handmade soap helps restore the lost moisture of the skin.
it naturally exfoliates dead cells and helps in improving skin elasticity.
it helps in repairing skin cells to prevent premature aging.
this soap with activated bamboo charcoal helps improve the overall skin texture.
regular use of this soap makes your skin naturally glowing.","Bamboo
  Charcoal
1- Rinse your face or Body with water
2- Rub the soap to produce lather
3- Rinse with water","https://myatulya.com/cdn/shop/files/ActivatedBambooCharcolPackof4Soap300gA_Content-AT-01.jpg?v=1690627517&width=1080, https://myatulya.com/cdn/shop/files/ActivatedBambooCharcolPackof4Soap300gA_Content-AT-02.jpg?v=1690627517&width=1080, https://myatulya.com/cdn/shop/files/ActivatedBambooCharcolPackof4Soap300gA_Content-AT-03.jpg?v=1690627517&width=1080, https://myatulya.com/cdn/shop/files/ActivatedBambooCharcolPackof4Soap300gA_Content-AT-04.jpg?v=1690627518&width=1080"
55435245,Atulya dead sea clay soap - 125gm,Atulya,249,BODY CARE,BODY CARE,847,"Atulya tea tree & neem face wash - 100ml
Sale price: 195
Atulya aloe vera soap - 300 gm (pack of 4)
Sale price: 328
Atulya plum blossom body mist
Sale price: 324
","Revive and rejuvenate your dull & tired skin with atulya dead sea clay soap. rich in antimicrobial properties, this handmade soap protects your skin and prevents bacterial infections. it naturally exfoliates your skin, removes dead skin cells, and restores the skin’s natural ph balance.

dead sea clay is a natural handmade soap that uniquely cleanses the pores and prevents acne. 
it removes the build-up of dead skin cells and absorbs the excess oils. 
with antimicrobial properties, this natural handmade soap protects your skin. 
this handmade soap has purifying properties and it naturally exfoliates the skin. 
this soap is free from harsh chemicals like paraben, sulphate, and mineral oils which makes it suitable for all skin types.",,"https://myatulya.com/cdn/shop/files/DeadSeaClayNaturalHandmadeSoapA_Content-AT-01.jpg?v=1690622494&width=1080, https://myatulya.com/cdn/shop/files/DeadSeaClayNaturalHandmadeSoapA_Content-AT-02.jpg?v=1690622493&width=1080, https://myatulya.com/cdn/shop/files/DeadSeaClayNaturalHandmadeSoapA_Content-AT-03.jpg?v=1690622494&width=1080, https://myatulya.com/cdn/shop/files/DeadSeaClayNaturalHandmadeSoapA_Content-AT-04.jpg?v=1690622493&width=1080"
77738394,Atulya vitamin- rich mix fruit soap - handmade soap with natural essential oils,Atulya,149,BODY CARE,BODY CARE,335,"Atulya rejuvenating rose water soap - handmade soap with natural essential oils
Sale price: 111
Atulya detoxifying lemon soap - handmade soap with natural essential oils (125 gm)
Sale price: 111
Atulya nourishing chandan haldi soap - handmade soap with natural essential oils (125 gm)
Sale price: 111
","Mix fruit has strong therapeutic and cleansing properties for your skin to make it healthy, clean and glowing.
why it's good to use :

helps remove excess oil, dirt, dead skin cells, and treats infection
deeply cleanse the skin and rejuvenates
anti-ageing anti-oxidants improves the health of the skin making it soft and smooth
helps treat skin problems like dark spots, hyper pigmentation, signs of ageing naturally",,https://myatulya.com/cdn/shop/products/MixFruitSoapA_ContentNew-01.jpg?v=1639805957&width=1080
92608434,Atulya activated bamboo charcoal soap - 125gm,Atulya,149,BODY CARE,BODY CARE,111,"Atulya rejuvenating rose water soap - handmade soap with natural essential oils
Sale price: 111
Atulya amla & bhringraj hair oil 30ml - freebie
Sale price: 0
Atulya amla & bhringraj shampoo 30ml
Sale price: 0
","Atulya activated bamboo charcoal soap is rich in antioxidants that help to protect the skin from pollutants, dirt, and toxins. it deeply cleanses the skin and exfoliates dead skin cells. this natural handmade soap hydrates your skin, gives it a natural glow, and makes it soft.

this natural handmade soap helps restore the lost moisture of the skin.
it naturally exfoliates dead cells and helps in improving skin elasticity.
it helps in repairing skin cells to prevent premature aging.
this soap with activated bamboo charcoal helps improve the overall skin texture.
regular use of this soap makes your skin naturally glowing.",,https://myatulya.com/cdn/shop/products/ActivatedBambooCharcolSoapNewA_Content-AT-01.jpg?v=1645250077&width=1080
65370334,Atulya black pepper & bergamot soap - 125gm,Atulya,249,BODY CARE,BODY CARE,587,"Atulya activated bamboo charcoal soap (pack of 4)
Sale price: 328
Atulya amla & bhringraj hair oil 30ml - freebie
Sale price: 0
Atulya orange peel foaming face wash with silicone brush - 150ml
Sale price: 259
","Atulya black pepper & bergamot soap mildly scrubs away the dirt and pollutants from the skin. it has a relaxing aroma that revitalizes your mind and senses. with antibacterial and astringent properties, this soap clears pores and controls sebum production. also, it helps cure blemishes, acne, and painful cysts. 

this soap has antibacterial and anti-inflammatory properties that make skin healthy.
it mildly exfoliates the skin to remove dirt, debris, and pollutants.
this soap has astringent properties that help control the excess production of oil.
it is a non-drying soap that helps cure acne and reduces blemishes.
free from harsh chemicals like paraben, sulphate, and mineral oil, this soap suits all skin types.",,"https://myatulya.com/cdn/shop/files/BlackPepper_BergamotHandmadeSoapA_Content-AT-01.jpg?v=1690627143&width=1080, https://myatulya.com/cdn/shop/files/BlackPepper_BergamotHandmadeSoapA_Content-AT-02.jpg?v=1690627142&width=1080, https://myatulya.com/cdn/shop/files/BlackPepper_BergamotHandmadeSoapA_Content-AT-03.jpg?v=1690627143&width=1080, https://myatulya.com/cdn/shop/files/BlackPepper_BergamotHandmadeSoapA_Content-AT-04.jpg?v=1690627142&width=1080"
16173948,Atulya chandan haldi soap - 10gm,Atulya,29,BODY CARE,BODY CARE,447,"This item: atulya chandan haldi soap - 10gm
Sale price: 
Atulya rose water soap - 10gm
Sale price: 0
Atulya sandalwood soap - 300gm (pack of 4)
Sale price: 328
Atulya orange & lemongrass soap - 75gm
Sale price: 90
","Atulya chandan & haldi soap consists of two of the most powerful ingredients in ayurveda that helps improve the overall skin texture while making skin healthy and glowing. the combination nourishes and heals skin, making it free from any infection.
 

this natural handmade soap protects and purifies your skin by making it healthy.
it helps reduce the visibility of blemishes, fine lines, and wrinkles.
this soap rejuvenates dull skin and helps improve skin tone.
it protects the skin from external damage and naturally brightens the skin.
free from harsh chemicals, this handmade natural soap is suitable for all skin types.",,"https://myatulya.com/cdn/shop/products/ChandanHaldiSamplerSoapA_ContentNew-01.jpg?v=1654593860&width=1080, https://myatulya.com/cdn/shop/products/ChandanHaldiSamplerSoapA_ContentNew-02.jpg?v=1654593886&width=1080, https://myatulya.com/cdn/shop/products/ChandanHaldiSamplerSoapA_ContentNew-03.jpg?v=1654593910&width=1080, https://myatulya.com/cdn/shop/products/ChandanHaldiSamplerSoapA_ContentNew-04.jpg?v=1654593940&width=1080"
45668084,Atulya remedying aloe vera soap - handmade soap with natural essential oils,Atulya,149,BODY CARE,BODY CARE,335,"Atulya detoxifying lemon soap - handmade soap with natural essential oils (125 gm)
Sale price: 111
Atulya rejuvenating rose water soap - handmade soap with natural essential oils
Sale price: 111
Atulya nourishing chandan haldi soap - handmade soap with natural essential oils (125 gm)
Sale price: 111
","Atulya aloe vera soap is known to be soothing for skin. the anti-bacterial properties of aloe vera relieve itchiness and soothe sunburn and dry skin.
why it's good to use :

help reduce the appearance of fine line and wrinkles
helps lighten scars and blemishes
 helps control acne and pimples
helps improve skin elasticity & tighten pores",,"https://myatulya.com/cdn/shop/products/AloeVeraSoapA_ContentNew-01.jpg?v=1639803878&width=1080, https://myatulya.com/cdn/shop/products/AloeVeraSoapA_ContentNew-02.jpg?v=1639803953&width=1080, https://myatulya.com/cdn/shop/products/AloeVeraSoapA_ContentNew-03.jpg?v=1639803953&width=1080, https://myatulya.com/cdn/shop/products/AloeVeraSoapA_ContentNew-04.jpg?v=1639803953&width=1080"
93018432,Atulya detoxifying lemon soap - handmade soap with natural essential oils (125 gm),Atulya,149,BODY CARE,BODY CARE,659,"This item: atulya detoxifying lemon soap - handmade soap with natural essential oils (125 gm)
Sale price: 111
Atulya rejuvenating rose water soap - handmade soap with natural essential oils
Sale price: 111
Atulya nourishing chandan haldi soap - handmade soap with natural essential oils (125 gm)
Sale price: 111
Atulya activated organic bamboo charcoal face mask - 200g
Sale price: 324
","Atulya lemon soap is a rich source of vitamin c which helps in revitalizing and detoxifying skin, making it smooth and refreshing throughout the day.                   
why it’s good to use:

enhanced lime freshness fights body odour
helps improve skin complexion and tone                                                            

help remove tanning, blemishes and dullness                                                         
anti-pigmentation properties deeply cleanse the skin and cures itching",,"https://myatulya.com/cdn/shop/products/LemonSoapA_ContentNew-01.jpg?v=1639801020&width=1080, https://myatulya.com/cdn/shop/products/LemonSoapA_ContentNew-02.jpg?v=1639801068&width=1080, https://myatulya.com/cdn/shop/products/LemonSoapA_ContentNew-03.jpg?v=1639801144&width=1080, https://myatulya.com/cdn/shop/products/LemonSoapA_ContentNew-04.jpg?v=1639801144&width=1080"
97726124,Atulya nourishing chandan haldi soap - handmade soap with natural essential oils (125 gm),Atulya,149,BODY CARE,BODY CARE,529,"This item: atulya nourishing chandan haldi soap - handmade soap with natural essential oils (125 gm)
Sale price: 111
Atulya rejuvenating rose water soap - handmade soap with natural essential oils
Sale price: 111
Atulya detoxifying lemon soap - handmade soap with natural essential oils (125 gm)
Sale price: 111
Atulya pure cold pressed castor oil - hexane, mineral oil, silicone & synthetic fragrance-free (100% natural)
Sale price: 194
","Atulya chandan & haldi soap consists of two of the most powerful ingredients in ayurveda. the combination nourishes and heals skin, making it free from any infection.
why it's good to use :

help reduce dark spots, fine lines and wrinkles
helps slow down signs of ageing
helps in soothing harsh sunburns and lightens skin pigmentation
helps rejuvenate dull skin, to give beautiful, glowing skin",,"https://myatulya.com/cdn/shop/products/ChandanHaldiSoapA_ContentNew-01.jpg?v=1639802182&width=1080, https://myatulya.com/cdn/shop/products/ChandanHaldiSoapA_ContentNew-02.jpg?v=1639802182&width=1080, https://myatulya.com/cdn/shop/products/ChandanHaldiSoapA_ContentNew-03.jpg?v=1639802183&width=1080, https://myatulya.com/cdn/shop/products/ChandanHaldiSoapA_ContentNew-04.jpg?v=1639802187&width=1080"
50438971,Atulya orange & lemongrass soap - 125gm,Atulya,149,BODY CARE,BODY CARE,572,"Atulya detoxifying lemon soap - handmade soap with natural essential oils (125 gm)
Sale price: 111
Atulya rejuvenating rose water soap - handmade soap with natural essential oils
Sale price: 111
Atulya keratin & wheat protein shampoo - 300ml
Sale price: 349
","Atulya orange & lemongrass soap has a restorative formulation to help detoxify your skin while also raising your mood. orange is high in vitamin c, so it'll keep your skin soft and supple. its anti-bacterial characteristics aid in the treatment of skin ailments. lemongrass has high vitamin a and c that helps to maintain your skin. it also has astringent properties, which help minimize pores and controls excess oil.
 

this natural handmade soap gently cleanses and detoxifies the skin, making it healthy and glowing.
it has a soothing fragrance that helps uplift your mood.
with astringent properties, this handmade soap controls the excess production of oil.
it helps minimize open pores, makes skin soft, and retains moisture for a long time.
free from harsh chemicals, this handmade natural soap is suitable for all skin types.",,"https://myatulya.com/cdn/shop/products/Orange_LemongrassSoapNewA_Content-AT-01.jpg?v=1646298631&width=1080, https://myatulya.com/cdn/shop/products/Orange_LemongrassSoapNewA_Content-AT-02.jpg?v=1646298647&width=1080, https://myatulya.com/cdn/shop/products/Orange_LemongrassSoapNewA_Content-AT-03.jpg?v=1646298678&width=1080, https://myatulya.com/cdn/shop/products/Orange_LemongrassSoapNewA_Content-AT-04.jpg?v=1646298696&width=1080"
75300546,Atulya orange & lemongrass soap (value pack),Atulya,596,BODY CARE,BODY CARE,"1,692","This item: atulya orange & lemongrass soap (value pack)
Sale price: 387
Atulya sandalwood soap (value pack) 500gm
Sale price: 447
Atulya orange peel foaming face wash with silicone brush - 150ml
Sale price: 259
Atulya rose & lavender essential oil combo (pack of 2)
Sale price: 599
","Orange & lemongrass soap has a restorative formulation to help detoxify your skin while also raising your mood. orange is high in vitamin c, so it'll keep your skin soft and supple. its anti-bacterial characteristics aid in the treatment of skin ailments. lemongrass' high vitamin a and c content helps to maintain your skin. it also has astringent effects, which assist to minimize pores and keep oil levels in check",,"https://myatulya.com/cdn/shop/products/Orange_LemongrasssoapSetof4_1.png?v=1653299837&width=1080, https://myatulya.com/cdn/shop/products/Orange_LemongrassSoapNewA_Content-AT-02_ae67f46b-513f-421c-a12c-41794f71e087.jpg?v=1653303426&width=1080, https://myatulya.com/cdn/shop/products/Orange_LemongrassSoapNewA_Content-AT-03_83ffa4d6-be75-4966-8a97-a69e0b5c00c3.jpg?v=1653303437&width=1080, https://myatulya.com/cdn/shop/products/Orange_LemongrassSoapNewA_Content-AT-04_ec4fbd2a-23dd-414d-b000-7f7b2a7e76d3.jpg?v=1653303449&width=1080"
