Product ID,Brand,Category,Sold By,Product Detail,Title,Price,Sizes,Description,Photo URLs,URL_Product
6961342918,Groovee,Jackets,Groovee,Fabric: 14oz heavyweight cotton denim,Neo Tribe Denim,2499.0,28|30|32|34|36|38,"Neo Tribe Denim 
 For the ones who don’t blend in. 
 A clash of cultures and codes — ancient tribal energy meets the streets of now. Crafted in heavyweight denim, reinforced with rough-cut overlays and raw patternwork, this piece isn’t just worn — it’s lived in. For the ones who carve their own path. Who stand alone, but never feel lost. This is your badge of pride. This is Neo-Tribe. 
 This isn’t your regular clean-cut denim.   It’s made with  heavyweight 14oz  cotton, screen printed with a raw finish that’s meant to look worn, not polished. The overlays are rough on purpose. The wash is meant to feel lived-in. Nothing here is perfect — because it’s not made for perfect. 
 “This pant isn’t perfect. Because it’s not made for perfect.”","https://groovee.in/cdn/shop/files/ad_19.jpg?v=1746036751, https://groovee.in/cdn/shop/files/story_ad_22.jpg?v=1746940356, https://groovee.in/cdn/shop/files/G-edit-15.jpg?v=1746940356, https://groovee.in/cdn/shop/files/G-edit-17.jpg?v=1746940356, https://groovee.in/cdn/shop/files/G-edit-201.jpg?v=1746940356, https://groovee.in/cdn/shop/files/G-edit-206.jpg?v=1746940356",https://groovee.in/collections/fresh-drop/products/neo-tribe-denim?variant=50558526587202
6126689390,Groovee,Jackets,Groovee,Fit: oversized|Fabric: COTTON FLEECE 350GSM|Print: Screen Print,No Care Hoodie,2399.0,S|M|L|XL,No description available,"https://groovee.in/cdn/shop/files/ads_r_9.jpg?v=1763578573, https://groovee.in/cdn/shop/files/story_r_8.jpg?v=1763578573, https://groovee.in/cdn/shop/files/winter-y-1-dp.jpg?v=1763578573, https://groovee.in/cdn/shop/files/winter-y-2-dp.jpg?v=1763578573, https://groovee.in/cdn/shop/files/winter-y-4.jpg?v=1763578573, https://groovee.in/cdn/shop/files/winter-y-5.jpg?v=1763578573",https://groovee.in/collections/fresh-drop/products/no-care-hoodie?variant=51538961465666
2442371111,Groovee,Jackets,Groovee,Fit: Oversized|Fabric: Cotton Fleece 350 GSM|Type: All Weather|Print: Screen Print,No Quit Varsity,2499.0,S|M|L|XL,"No Quit Varsity Jacket :  For the Real Champions who never back down.  🐅🔥 
 A jacket we all have been waiting for—a jacket dedicated to the  I won’t quit  attitude of the young and free generation! Featuring a big, bold puff print of a tiger on the back, symbolizing strength, courage, and that go-getter spirit. It’s a reminder to live your life to the fullest—take risks, chase adventures, and never play it safe. 
 Why You’ll Love It: 
 
 
 Top-Tier Quality:  Made with  high-GSM  fabric for ultimate comfort and durability. 
 
 
 Print That Lasts:  Graphics are non-fading and built to stand the test of time. 
 
 
 No Bleed, Just Bold:   Vibrant red fabric stays fresh and clean, wash after wash. 
 
 
 Style Tip :  Pair it with ripped jeans, high-top sneakers, and a crossbody bag for that effortless Gen Z street look. Or go all-out with cargos and oversized shades to flex the full varsity drip. 
 Limited Edition:  This jacket is a one-time drop. Don’t snooze—grab yours now and rep the  never-back-out  energy wherever you go 💥","https://groovee.in/cdn/shop/files/ads_flat_lays_1.jpg?v=1763578891, https://groovee.in/cdn/shop/files/seq-1dp.jpg?v=1763578891, https://groovee.in/cdn/shop/files/seq2.jpg?v=1763578891, https://groovee.in/cdn/shop/files/seq3.jpg?v=1763578891, https://groovee.in/cdn/shop/files/seq4.jpg?v=1763578891, https://groovee.in/cdn/shop/files/seq4a.jpg?v=1763578891",https://groovee.in/collections/fresh-drop/products/no-quit-varsity?variant=50279961854274
9739883207,Groovee,Jackets,Groovee,Fabric: 100% cotton Denim,Octopus Jorts,2499.0,28|30|32|34|36|38,"One leg features an octopus  in detailed screen and puff print, its arms stretching in every direction. The other side has a pocket with writing that reads  Reaching out to everything,  holding onto nothing. Made from sturdy cotton denim, the design captures the feeling of searching wide yet staying unbound. Finished with precise printing and a washed texture that adds depth and character to the piece.","https://groovee.in/cdn/shop/files/ads_g2_ads_1.jpg?v=1757134487, https://groovee.in/cdn/shop/files/story_1.jpg?v=1757134487, https://groovee.in/cdn/shop/files/G2-Edit-9dp.jpg?v=1757318124, https://groovee.in/cdn/shop/files/G2-Edit-8.jpg?v=1757318124, https://groovee.in/cdn/shop/files/G2-Edit-10.jpg?v=1757134487, https://groovee.in/cdn/shop/files/G2-Edit-11.jpg?v=1757134487",https://groovee.in/collections/fresh-drop/products/octopus-jorts?variant=51215676637506
4585864765,Groovee,Jackets,Groovee,N/A,Rebel Club Jersey,1499.0,S|M|L|XL,"Cut from thick premium cotton, this long-sleeve quarter-zip channels the adrenaline of old-school racing culture. The front is packed with motorsport energy — Rebel Riders Club, 2025, and sponsor-style graphics that feel straight from the track. Across the back, PRO Racing League sits above a high-impact car graphic, executed in two-tone puff print for a textured, elevated finish. Designed for speed lovers and street racers at heart, it’s a statement piece that merges performance aesthetics with everyday wearability.","https://groovee.in/cdn/shop/files/ads_19.jpg?v=1761323443, https://groovee.in/cdn/shop/files/st_23.jpg?v=1761323443, https://groovee.in/cdn/shop/files/CG-JR-54-dp.jpg?v=1761323443, https://groovee.in/cdn/shop/files/CG-JR-55.jpg?v=1761323443, https://groovee.in/cdn/shop/files/CG-JR-56.jpg?v=1761323443, https://groovee.in/cdn/shop/files/CG-JR-57-dp.jpg?v=1761323443",https://groovee.in/collections/fresh-drop/products/rebel-club-jersey-1?variant=51373192839490
6992951737,Groovee,Jackets,Groovee,Fit: OVERSIZED|Fabric: Jacquard,Seventh Quarter,1499.0,S|M|L|XL,"Made from textured cotton for an authentic old-school feel, this jersey blends vintage sport aesthetics with street presence. The front reads Groove alongside the number 07 — a number for the ones who move differently, stay original, and lead without needing the spotlight. A small High Tribe emblem sits between chest and shoulder, a subtle nod to belonging to a higher circle. On the back, Top Dawg crowns the design, with an oversized 07 making sure the message is seen from every angle. It’s more than a jersey — it’s a uniform for those who know their place at the top.","https://groovee.in/cdn/shop/files/REBEL_ADS_1.jpg?v=1776364360, https://groovee.in/cdn/shop/files/REBEL_ADS_ST_ADS_1.jpg?v=1776364360, https://groovee.in/cdn/shop/files/rn-image_picker_lib_temp_05610938-2370-4825-8c1a-a335844cb948.jpg?v=1776364360, https://groovee.in/cdn/shop/files/CG-JR-1-dp.jpg?v=1776364360, https://groovee.in/cdn/shop/files/CG-JR-2.jpg?v=1776364360, https://groovee.in/cdn/shop/files/CG-JR-2a.jpg?v=1776364360",https://groovee.in/collections/fresh-drop/products/rebel-club-jersey?variant=51373167411522
2690678528,Groovee,Jackets,Groovee,N/A,Reflection Tee,1199.0,S|M|L|XL,"A story in black and white. The front whispers Monochrome World with the faint blur of shades of thoughts beneath it — halftone text mirroring the way our memories fade at the edges. On the back, a ghostlike figure stands blurred, marked by the words a reflection of me, cracked and cold on a stitched patch. Printed entirely in black on a crisp white base, the tee feels like wearing a moment of clarity wrapped in a haze of uncertainty.","https://groovee.in/cdn/shop/files/CG-JR-10.jpg?v=1759759481, https://groovee.in/cdn/shop/files/rn-image_picker_lib_temp_5c519c87-d0ae-4a66-bf83-91dbf3373e2f.jpg?v=1773073720, https://groovee.in/cdn/shop/files/CG-JR-11.jpg?v=1773073720, https://groovee.in/cdn/shop/files/CG-JR-12.jpg?v=1773073720, https://groovee.in/cdn/shop/files/CG-JR-13.jpg?v=1773073720, https://groovee.in/cdn/shop/files/CG-JR-14.jpg?v=1773073720",https://groovee.in/collections/fresh-drop/products/reflection-tee?variant=51373191135554
1471152622,Groovee,Jackets,Groovee,Fabric: 14 oz  100% Cotton Denim,Rhythm of Fear Denim,2499.0,28|30|32|34|36|38,"An angelic figure with wings blows a trumpet,  calling you to dance on the rhythm of fear.  This design fuses divine imagery with a bold presence — a visual reminder that even fear has a beat worth moving to.  Crafted from heavy 14 oz cotton denim , known for its durability and structure, with detailed puff and screen printing for a textured, standout finish.","https://groovee.in/cdn/shop/files/ads_g2_ads_12.jpg?v=1757145560, https://groovee.in/cdn/shop/files/story_11.jpg?v=1757145560, https://groovee.in/cdn/shop/files/G2-Edit-1.jpg?v=1757145560, https://groovee.in/cdn/shop/files/G2-Edit-2.jpg?v=1757145560, https://groovee.in/cdn/shop/files/G2-Edit-3.jpg?v=1757145560, https://groovee.in/cdn/shop/files/G2-Edit-3a.jpg?v=1757145560",https://groovee.in/collections/fresh-drop/products/rhythm-of-fear-denim?variant=51215612444994
2490694516,Groovee,Jackets,Groovee,Fit: OVERSIZED|Fabric: COTTON FLEECE 350GSM,The Shatterline Street Set,3999.0,S / S|S / M|S / L|S / XL|M / S|M / M|M / L|M / XL|L / S|L / M|L / L|L / XL|XL / S|XL / M|XL / L|XL / XL,"Shatterline Street Set An oversized co-ord built around volume and intent. Clean lines meet a relaxed structure, delivering presence without excess. The blue and white palette is sharp yet controlled, designed to move effortlessly between off-duty and everyday wear. Graphic screen and puff print detailing introduce depth and contrast, anchored by a statement back graphic that defines the piece. Considered, functional, and unapologetically bold. A uniform for modern downtime","https://groovee.in/cdn/shop/files/ads_r_1.jpg?v=1763269884, https://groovee.in/cdn/shop/files/story_r_1.jpg?v=1763269884, https://groovee.in/cdn/shop/files/winter-co-ord-royal-1_19a93544-2e40-4077-8abb-2706900bd72a.jpg?v=1763269884, https://groovee.in/cdn/shop/files/winter-co-ord-royal-2_99ec7f38-a69a-4b99-b346-882d122c7f97.jpg?v=1763269884, https://groovee.in/cdn/shop/files/winter-co-ord-royal-3_9ebad356-4486-4ee6-a96c-c8c8ba439924.jpg?v=1763269884, https://groovee.in/cdn/shop/files/winter-co-ord-royal-3a_9834dc60-7d90-447b-98b4-913f1d51bc60.jpg?v=1763269884",https://groovee.in/collections/fresh-drop/products/shatterline-coord-set?variant=51528503886146
0923625081,Groovee,Jackets,Groovee,Fit: Oversized|Fabric: WAFFLE,Silent Reckoning long sleeve,1499.0,S|M|L|XL,"What's yours will find you. No matter what. A story worn on your skin — of ambition, ruin, and the stubborn will to keep moving anyway. Dark, deliberate, and unapologetic. Limited drop. No restock. 
 The Build Premium waffle-knit. All-season. Ultra-breathable. Fade-proof. Wash-proof. Holds its shape — always. Latest-gen screen print that stays sharp, wash after wash. 
 Wear It Tips Oversized with wide-leg cargos or streetwear jeans and chunky sneakers for full streetwear lore. 
 And don't forget: Once it's gone, it's gone.","https://groovee.in/cdn/shop/files/Silent_Reckoning_long_sleeve_ads_1.jpg?v=1774332202, https://groovee.in/cdn/shop/files/story_r_63.jpg?v=1774332202, https://groovee.in/cdn/shop/files/black-waffle-1-dp.jpg?v=1774332202, https://groovee.in/cdn/shop/files/black-waffle-2.jpg?v=1774332202, https://groovee.in/cdn/shop/files/black-waffle-2a.jpg?v=1774332202, https://groovee.in/cdn/shop/files/black-waffle-2b.jpg?v=1774332202",https://groovee.in/collections/fresh-drop/products/silent-reckoning-long-sleeve?variant=52277503885634
7993605004,Groovee,Jackets,Groovee,"Fit: Loose fit, Baggy fit|Fabric: 14oz heavyweight cotton denim",Sunfire Denim,2999.0,28|30|32|34|36|38|40,"One side reaches for the sun. The other turns to flame. 
 This  Sunflower is a reflection. Of everything you’ve been, everything you’re still becoming. 
 A sunflower in bloom climbs one leg — bright, hopeful, alive. The other? Scorched. Burnt. Cracked by fire. 
 This piece doesn't choose sides — it appreciates both. The beauty and the burn. 
 For those who wear their past with pride. For those still evolving, still becoming. 
 🔥 “We are the universe — blooming, burning, and becoming.” 
 Loose, comfortable fit  
 Heavyweight denim  
 Premium puff print – raised texture 
 Upcycled-style artistry – each piece printed post-construction for a raw, authentic look 
 Designed to feel worn-in, lived-in, and deeply yours","https://groovee.in/cdn/shop/files/ad_48.jpg?v=1753546060, https://groovee.in/cdn/shop/files/story_ad_62_0fbd7707-8cfe-4efd-bb1b-cbdcde156f2a.jpg?v=1753546060, https://groovee.in/cdn/shop/files/G-edit-251.jpg?v=1753546060, https://groovee.in/cdn/shop/files/G-edit-252.jpg?v=1753546060, https://groovee.in/cdn/shop/files/G-edit-253.jpg?v=1753546060, https://groovee.in/cdn/shop/files/G-edit-254.jpg?v=1753546060",https://groovee.in/collections/fresh-drop/products/sunfire-denim?variant=51012444717378
2603243973,Groovee,Jackets,Groovee,Fit: oversized|Fabric: Cooton Fleece 350  gsm,The Bloomstate Hoodie,2999.0,S|M|L|XL,"The Vision A floral study in structural streetwear. The Bloomstate Hoodie juxtaposes heavy-duty construction with organic, vibrant graphics, creating a piece that feels both grounded and expressive. It is an elevated essential designed to anchor the modern street wardrobe. Design Notes Crafted in a rich earth-brown hue, this hoodie serves as a canvas for high-dimension artistry. The sleeves are fully saturated with a vivid floral wrap, utilizing high-density screen printing for sharp detail. The center chest and back features a massive, multi-textured sunflower graphic, combining flat screen-print bases with elevated puff-print accents to create a tactile, 3D experience. Finished with our signature oversized hood and a cropped, wide-body fit for the perfect drape.","https://groovee.in/cdn/shop/files/ads_r_69.jpg?v=1766599318, https://groovee.in/cdn/shop/files/story_r_47.jpg?v=1766599318, https://groovee.in/cdn/shop/files/bloom1dp.jpg?v=1766599318, https://groovee.in/cdn/shop/files/bloom2.jpg?v=1766599318, https://groovee.in/cdn/shop/files/bloom2a.jpg?v=1766599318, https://groovee.in/cdn/shop/files/bloom3dp.jpg?v=1766599318",https://groovee.in/collections/fresh-drop/products/the-bloomstate-hoodie?variant=51736009605442
9543878905,Groovee,Jackets,Groovee,Fit: Oversized Fit|Fabric: Cotton Fleece 350GSM,The darkwave hoodie,2499.0,S|M|L|XL,"Darkwave Hoodie 
 A statement hoodie defined by contrast and attitude. Cut in an oversized silhouette, Darkwave balances relaxed proportions with deliberate structure. The black base is offset by exposed stitch detailing, creating sharp lines across the form. 
 Graphic typography across the chest anchors the piece, while layered text elements add depth without excess. Designed to move between street and downtime with ease, it delivers presence through restraint rather than volume. 
 Clean. Graphic. Considered. An essential layer with edge, built for everyday wear.","https://groovee.in/cdn/shop/files/ads_r_33.jpg?v=1765218200, https://groovee.in/cdn/shop/files/story_r_23.jpg?v=1765218200, https://groovee.in/cdn/shop/files/winter-new-1.jpg?v=1765218200, https://groovee.in/cdn/shop/files/winter-new-2a.jpg?v=1765218200, https://groovee.in/cdn/shop/files/winter-new-3.jpg?v=1765218200, https://groovee.in/cdn/shop/files/winter-new-4.jpg?v=1765218200",https://groovee.in/collections/fresh-drop/products/the-darkwave-hoodie?variant=51653230100802
3239699693,Groovee,Jackets,Groovee,"Fit: Baggy Fit|Fabric: 100% Cotton Terry, 280 GSM|Print: Puff Print",The Domin8 Trackpants,1799.0,S|M|L|XL,"Step into comfort and confidence with  Groovee’s Dominate Trackpant  — crafted from 100% breathable cotton for that easy, all-day wear. Featuring a minimal-luxury design with bold screen and puff prints, it’s made to elevate your vibe without trying too hard. Perfect for lounging, airport fits, coffee runs, or casual hangouts — this is your go-to piece when comfort meets quiet confidence. Dominate your day, your way","https://groovee.in/cdn/shop/files/ad_20.jpg?v=1747963869, https://groovee.in/cdn/shop/files/story_ad_26.jpg?v=1747963869, https://groovee.in/cdn/shop/files/G-edit-209.jpg?v=1747963869, https://groovee.in/cdn/shop/files/G-edit-210.jpg?v=1747963869, https://groovee.in/cdn/shop/files/G-edit-211.jpg?v=1747963869, https://groovee.in/cdn/shop/files/G-edit-212.jpg?v=1747963869",https://groovee.in/collections/fresh-drop/products/the-domin8-trackpants?variant=50623869157698
1164995286,Groovee,Jackets,Groovee,N/A,The Eclipse Edge denim,2399.0,28|30|32|34|36|38|40,"Crafted in deep black with refined grey sprayed contours, the Eclipse Edge Denim embodies elevated streetwear. The relaxed baggy silhouette delivers a modern urban attitude, while the spray detailing sets a bold, unmistakable edge. Pair with oversized layers for a statement look that commands the street.","https://groovee.in/cdn/shop/files/ads_2.jpg?v=1760118167, https://groovee.in/cdn/shop/files/st_2.jpg?v=1760118167, https://groovee.in/cdn/shop/files/CG-JR-32-dp.jpg?v=1760118167, https://groovee.in/cdn/shop/files/CG-JR-33.jpg?v=1760118167, https://groovee.in/cdn/shop/files/CG-JR-34.jpg?v=1760118167, https://groovee.in/cdn/shop/files/CG-JR-35.jpg?v=1760118167",https://groovee.in/collections/fresh-drop/products/the-eclipse-edge-denim?variant=51373138542914
