Title,Category,Price,Description,Description_all,Main Image URL,Other Image URLs,ID
Lavender Lemongrass Potpourri Perfume Sachet (Set of 4),Home Fragrance | Room Diffuser,450.00,FRAGRANCE: Lavender Lemongrass (Calming and Refreshing). The wonderful balance between the calming power of Lavender and the refreshing essence of citrusy lemongrass make it the ideal essential oil blend for tridosha.,"Content
4 packets, each containing 20 g. of highly fragrant blend of herbs & mineral powder. AVERAGE LIFE:
25-40 days. Keep away from direct sunlight to increase the lifespan of the product.
Description
ECO-FRIENDLY & NATURAL: The package contains 100% natural herbs and mineral powder that absorbs
essential oils and gently releases fragrance into the air. It is non-toxic and safe to use.
Story
WHO IS A TRIDOSHA? Inherently at ease, harmonious individuals, exuberating a natural balance.
Usually of medium built, they have an ideal physique. They may fear the unknown and find it
difficult to manage extremely stressful situations.
How to Use
EASY TO USE: Simply remove the sachet from outer clear wrap and hang it on door knob, car mirror or
rail bar of closet.
Olfactory Note
PURPOSE: This scented bag is ideal to freshen up a small space and remove bad odour. Put a packet or
two in the car, clothes drawer, in your kitchen, bathroom, and a few under the bag of the trash can.
Add some with your clothes as they are put away after the season
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvsa4lvlg1.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvsa4lvlg1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvsa4-lvlg3.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvsa4lvlg.jpg",1691820923783
Aqua Oud  Potpourri Perfume Sachet (Set of 4),Home Fragrance | Room Diffuser,450.00,FRAGRANCE: Aqua Oud(Cooling and Soothing).Thesophisticated and cooling aqua notes combine perfectly with the irresistible warm and soothing fragrance of Assam agarwood oil.,"Content
4 packets, each containing 20 g. of highly fragrant blend of herbs & mineral powder. AVERAGE LIFE:
25-40 days. Keep away from direct sunlight to increase the lifespan of the product.
Description
ECO-FRIENDLY & NATURAL: The package contains 100% natural herbs and mineral powder that absorbs
essential oils and gently releases fragrance into the air. It is non-toxic and safe to use.
Story
WHO IS A PITTA? Logical and focused, usually of average height and a muscular built. May suffer from
fits of anger and find it difficult to relax.
How to Use
EASY TO USE: Simply remove the sachet from outer clear wrap and hang it on door knob, car mirror or
rail bar of closet.
Olfactory Note
PURPOSE: This scented bag is ideal to freshen up a small space and remove bad odour. Put a packet or
two in the car, clothes drawer, in your kitchen, bathroom, and a few under the bag of the trash can.
Add some with your clothes as they are put away after the season.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvsa4aqoo.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvsa4aqoo.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvsa4_aqoo1_1.jpg",1691820936641
Ylang Ylang Pure Essential Oil,Home Fragrance | Room Diffuser,375.00,"This exceptional water soluble oil is a blend of pure, naturally distilled essential oils in cold-pressed base oils of organically grown herbs, to leave your skin supple, silky smooth and hydrated. The Nargis flower infusion in the Forest Essentials After Bath Oil Nargis refreshes the skin while lightly scenting it.



BENEFITS


This nourishing blend softens the skin for an ethereal glow.
This leaves the skin lightly scented with the delicate fragrance of the Kashmiri Nargis.
Free from chemicals, parabens and petrochemicals.
Eco-friendly packaging.","Weight
10.000000
Description
Radiance Ritual: 3 indulgent steps for the perfect at-home facial. Worth ₹3550, now available at an
introductory price of ₹2500
How to Use
Soundarya Club Members can earn up to 95.70 points on the purchase of this product. Know More
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-yy_1_1.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-yy_1_1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-yy_2.jpg",1691820947536
Tea Tree Pure Essential Oil,Home Fragrance | Room Diffuser,375.00,"This exceptional water soluble oil is a blend of pure, naturally distilled essential oils in cold-pressed base oils of organically grown herbs, to leave your skin supple, silky smooth and hydrated. The Nargis flower infusion in the Forest Essentials After Bath Oil Nargis refreshes the skin while lightly scenting it.



BENEFITS


This nourishing blend softens the skin for an ethereal glow.
This leaves the skin lightly scented with the delicate fragrance of the Kashmiri Nargis.
Free from chemicals, parabens and petrochemicals.
Eco-friendly packaging.",,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-ttr.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-ttr.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-ttr_2.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-ttr_1_1.jpg",1691820959134
Rosemary Pure Essential Oil,Home Fragrance | Room Diffuser,375.00,"This exceptional water soluble oil is a blend of pure, naturally distilled essential oils in cold-pressed base oils of organically grown herbs, to leave your skin supple, silky smooth and hydrated. The Nargis flower infusion in the Forest Essentials After Bath Oil Nargis refreshes the skin while lightly scenting it.



BENEFITS


This nourishing blend softens the skin for an ethereal glow.
This leaves the skin lightly scented with the delicate fragrance of the Kashmiri Nargis.
Free from chemicals, parabens and petrochemicals.
Eco-friendly packaging.",,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-rsm_1_1.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-rsm_1_1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-rsm_2.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-rsm_1_1_1.jpg",1691820972794
Neroli Pure Essential Oil,Home Fragrance | Room Diffuser,595.00,"This exceptional water soluble oil is a blend of pure, naturally distilled essential oils in cold-pressed base oils of organically grown herbs, to leave your skin supple, silky smooth and hydrated. The Nargis flower infusion in the Forest Essentials After Bath Oil Nargis refreshes the skin while lightly scenting it.



BENEFITS


This nourishing blend softens the skin for an ethereal glow.
This leaves the skin lightly scented with the delicate fragrance of the Kashmiri Nargis.
Free from chemicals, parabens and petrochemicals.
Eco-friendly packaging.",,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-ne.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-ne.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-ne_2.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-ne_1_1.jpg",1691820986488
Lavender Pure Essential Oil,Home Fragrance | Room Diffuser,375.00,"This exceptional water soluble oil is a blend of pure, naturally distilled essential oils in cold-pressed base oils of organically grown herbs, to leave your skin supple, silky smooth and hydrated. The Nargis flower infusion in the Forest Essentials After Bath Oil Nargis refreshes the skin while lightly scenting it.



BENEFITS


This nourishing blend softens the skin for an ethereal glow.
This leaves the skin lightly scented with the delicate fragrance of the Kashmiri Nargis.
Free from chemicals, parabens and petrochemicals.
Eco-friendly packaging.",,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-lv.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-lv.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-lv_2.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-lv_1_1.jpg",1691820999387
Lemongrass Pure Essential Oil,Home Fragrance | Room Diffuser,375.00,"This exceptional water soluble oil is a blend of pure, naturally distilled essential oils in cold-pressed base oils of organically grown herbs, to leave your skin supple, silky smooth and hydrated. The Nargis flower infusion in the Forest Essentials After Bath Oil Nargis refreshes the skin while lightly scenting it.



BENEFITS


This nourishing blend softens the skin for an ethereal glow.
This leaves the skin lightly scented with the delicate fragrance of the Kashmiri Nargis.
Free from chemicals, parabens and petrochemicals.
Eco-friendly packaging.",,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-gr.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-gr.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-gr_2.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-gr_1_1.jpg",1691821013337
Geranium Pure Essential Oil,Home Fragrance | Room Diffuser,375.00,"This exceptional water soluble oil is a blend of pure, naturally distilled essential oils in cold-pressed base oils of organically grown herbs, to leave your skin supple, silky smooth and hydrated. The Nargis flower infusion in the Forest Essentials After Bath Oil Nargis refreshes the skin while lightly scenting it.



BENEFITS


This nourishing blend softens the skin for an ethereal glow.
This leaves the skin lightly scented with the delicate fragrance of the Kashmiri Nargis.
Free from chemicals, parabens and petrochemicals.
Eco-friendly packaging.",,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-gnm.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-gnm.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-gnm_2.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-gnm_1_1.jpg",1691821027518
Eucalyptus Pure Essential Oil,Home Fragrance | Room Diffuser,375.00,"This exceptional water soluble oil is a blend of pure, naturally distilled essential oils in cold-pressed base oils of organically grown herbs, to leave your skin supple, silky smooth and hydrated. The Nargis flower infusion in the Forest Essentials After Bath Oil Nargis refreshes the skin while lightly scenting it.



BENEFITS


This nourishing blend softens the skin for an ethereal glow.
This leaves the skin lightly scented with the delicate fragrance of the Kashmiri Nargis.
Free from chemicals, parabens and petrochemicals.
Eco-friendly packaging.",,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-eut.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-eut.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-eut_2.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lveo10-eut_1_1.jpg",1691821041041
Honeysuckle Potpourri Perfume Hanging Sachet,Home Fragrance | Room Diffuser,195.00,"Enticing your senses with incredibly fabulous fragrance!

Honeysuckle. Flittering from flower to flower, lapping up the sweet nectar of Honeysuckle blossoms as the sun slowly rises up the sky, the bees seem most content. One of the most loved fresh floral fragrances, this scent is pure pleasure for the senses.","Weight
0.021000
Content
20 g. of highly fragrant blend of herbs & mineral powder.
Description
This scented bag is ideal to freshen up a small space and remove bad odour. Put a packet or two in
the car, clothes drawer, in your kitchen, bathroom, and a few under the bag of the trash can. Add
some with your clothes as they are put away after the season. It also makes a great gift bag or
basket stuffer.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
How to Use
Remove sachet from clear outer wrap. Gently knead the package from time to time to rejuvenate the
scent Keep out of reach of children and pets. Avoid direct contact with food products
Olfactory Note
The package contains 100% natural herbs and mineral powder that absorbs essential oils and gently
releases fragrance into the air. It is non-toxic and safe to use. The bag does not contain EVA /
plastic beads or other non-biodegradable materials that are harmful to our environment.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-hs.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-hs.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-hs1.jpg",1691821054802
Sea Breeze Potpourri Perfume Hanging Sachet,Home Fragrance | Room Diffuser,195.00,"Enticing your senses with incredibly fabulous fragrance!

Sea Breeze / Ocean Breeze. Soft, gentle, yet full of vigor and life, the sea breeze makes you feel so alive! Its fresh vivacious note infuses energy into the body, mind and soul. This scent will take you to a bright beautiful day by the sea.","Weight
0.021000
Content
20 g. of highly fragrant blend of herbs & mineral powder.
Description
This scented bag is ideal to freshen up a small space and remove bad odour. Put a packet or two in
the car, clothes drawer, in your kitchen, bathroom, and a few under the bag of the trash can. Add
some with your clothes as they are put away after the season. It also makes a great gift bag or
basket stuffer.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
The package contains 100% natural herbs and mineral powder that absorbs essential oils and gently
releases fragrance into the air. It is non-toxic and safe to use. The bag does not contain EVA /
plastic beads or other non-biodegradable materials that are harmful to our environment.
How to Use
Remove sachet from clear outer wrap. Gently knead the package from time to time to rejuvenate the
scent Keep out of reach of children and pets. Avoid direct contact with food products
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-se_1.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-se_1.jpg,1691821065562
Neroli Bergamot Potpourri Perfume Hanging Sachet,Home Fragrance | Room Diffuser,195.00,"Enticing your senses with incredibly fabulous fragrance!

Neroli Bergamot. Few fragrances are fresher than the invigorating scent of the bright and vibrant orange blossoms of neroli. This cheerful scent instantly perks up the mind with its zesty citrus note.","Weight
0.021000
Content
20 g. of highly fragrant blend of herbs & mineral powder
Description
This scented bag is ideal to freshen up a small space and remove bad odour. Put a packet or two in
the car, clothes drawer, in your kitchen, bathroom, and a few under the bag of the trash can. Add
some with your clothes as they are put away after the season. It also makes a great gift bag or
basket stuffer.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
How to Use
Remove sachet from clear outer wrap. Gently knead the package from time to time to rejuvenate the
scent Keep out of reach of children and pets. Avoid direct contact with food products
Olfactory Note
The package contains 100% natural herbs and mineral powder that absorbs essential oils and gently
releases fragrance into the air. It is non-toxic and safe to use. The bag does not contain EVA /
plastic beads or other non-biodegradable materials that are harmful to our environment.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-nebe.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-nebe.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-nebe1.jpg",1691821071788
Lily of the Valley Potpourri Perfume Hanging Sachet,Home Fragrance | Room Diffuser,195.00,"Enticing your senses with incredibly fabulous fragrance!

Lily of the Valley. Floating on the soft breeze of the English countryside, the delicate scent of dainty little lily blossoms just wonderfully uplifts the natural beauty of their surroundings. One of nature’s most beloved fragrance, it’s hard not to fall in love with this dreamy note.","Weight
0.021000
Content
20 g. of highly fragrant blend of herbs & mineral powder.
Description
This scented bag is ideal to freshen up a small space and remove bad odour. Put a packet or two in
the car, clothes drawer, in your kitchen, bathroom, and a few under the bag of the trash can. Add
some with your clothes as they are put away after the season. It also makes a great gift bag or
basket stuffer.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
How to Use
Remove sachet from clear outer wrap. Gently knead the package from time to time to rejuvenate the
scent Keep out of reach of children and pets. Avoid direct contact with food products
Olfactory Note
The package contains 100% natural herbs and mineral powder that absorbs essential oils and gently
releases fragrance into the air. It is non-toxic and safe to use. The bag does not contain EVA /
plastic beads or other non-biodegradable materials that are harmful to our environment.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa-ly.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa-ly.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-ly1.jpg",1691821083377
Ivory Musk Potpourri Perfume Hanging Sachet,Home Fragrance | Room Diffuser,195.00,"Enticing your senses with incredibly fabulous fragrance!

Ivory Musk. Precious and rare, this exquisite fragrance was once exclusively used only by the Indian royalty. For centuries, this has been one of the most coveted scents. You will find the luxe aroma of this signature scent to be sensuous and captivating.","Weight
0.021000
Content
20 g. of highly fragrant blend of herbs & mineral powder.
Description
This scented bag is ideal to freshen up a small space and remove bad odour. Put a packet or two in
the car, clothes drawer, in your kitchen, bathroom, and a few under the bag of the trash can. Add
some with your clothes as they are put away after the season. It also makes a great gift bag or
basket stuffer.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
How to Use
Remove sachet from clear outer wrap. Gently knead the package from time to time to rejuvenate the
scent Keep out of reach of children and pets. Avoid direct contact with food products
Olfactory Note
The package contains 100% natural herbs and mineral powder that absorbs essential oils and gently
releases fragrance into the air. It is non-toxic and safe to use. The bag does not contain EVA /
plastic beads or other non-biodegradable materials that are harmful to our environment.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-iv.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-iv.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-iv1.jpg",1691821095259
French Lavender Potpourri Perfume Hanging Sachet,Home Fragrance | Room Diffuser,195.00,"Enticing your senses with incredibly fabulous fragrance!

French Lavender / Lavandin / Lavandula. Stretching majestically over the purple lavender fields of French landscapes, these beautifully slender flowers infuse the crisp air with a heavenly fragrance. This scent will transport you to summertime in Provence de France.","Weight
0.021000
Content
20 g. of highly fragrant blend of herbs & mineral powder.
Description
This scented bag is ideal to freshen up a small space and remove bad odour. Put a packet or two in
the car, clothes drawer, in your kitchen, bathroom, and a few under the bag of the trash can. Add
some with your clothes as they are put away after the season. It also makes a great gift bag or
basket stuffer
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
How to Use
Remove sachet from clear outer wrap. Gently knead the package from time to time to rejuvenate the
scent Keep out of reach of children and pets. Avoid direct contact with food products
Olfactory Note
The package contains 100% natural herbs and mineral powder that absorbs essential oils and gently
releases fragrance into the air. It is non-toxic and safe to use. The bag does not contain EVA /
plastic beads or other non-biodegradable materials that are harmful to our environment.
",Ссылка на фото товара не найдена.,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpsa_1-lv_1.jpg,1691821109100
Mysore Chandan - Sandalwood Organic Ambience Aroma Oil,Home Fragrance | Room Diffuser,375.00,"For that delicate, fresh fragrance. Made with love!
Mysore Chandan / Sandalwood / Sandal / Santal. The captivating scent of sandalwood soothes all the senses and relaxes the mind. This fragrance transports you to a blissful state of calm and tranquil.","Weight
0.042000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
Comes in a convenient & easy-to-use 10ml glass amber bottles with easy dispensing euro dropper
(orifice dropper inset in bottle) caps. The bottles are LEAK PROOF and of superior quality.
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils. Non-toxic and 100% natural.
How to Use
Add a few drops of this fragrance oil to your diffuser burner or potpourri to have the ambience
smelling absolutely wonderful!
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to soap base, candle waxes, unscented incense sticks
or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade cleaning products, or
existing unscented products.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-cn.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-cn.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-cn_4.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-cn1.jpg",1691821116356
Madurai Jasmine Agarwood Organic Ambience Aroma Oil,Home Fragrance | Room Diffuser,375.00,"For that delicate, fresh fragrance. Made with love!
Madurai Jasmine / Chameli / Motia / Mogra. Nothing beats the beautiful scent of jasmine blossoms and fresh mogra. Its soft, delicate floral note infuses the ambience with a lovely lingering fresh fragrance.","Weight
0.042000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
Comes in a convenient & easy-to-use 10ml glass amber bottles with easy dispensing euro dropper
(orifice dropper inset in bottle) caps. The bottles are LEAK PROOF and of superior quality.
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils. Non-toxic and 100% natural.
How to Use
Add a few drops of this fragrance oil to your diffuser burner or potpourri to have the ambience
smelling absolutely wonderful!
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to soap base, candle waxes, unscented incense sticks
or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade cleaning products, or
existing unscented products.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-ja.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-ja.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-ja_4.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-ja_1.jpg",1691821136280
Desi Gulab - Rose Organic Ambience Aroma Oil,Home Fragrance | Room Diffuser,375.00,"For that delicate, fresh fragrance. Made with love!
Desi Gulab / Rose. Exquisite organic rose fragrance accentuates the ambience with a subtle and lingering scent. One whiff of this romantic floral note and we are sure you’ll fall in love with it.","Weight
0.042000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance
Description
Comes in a convenient & easy-to-use 10ml glass amber bottles with easy dispensing euro dropper
(orifice dropper inset in bottle) caps. The bottles are LEAK PROOF and of superior quality.
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils. Non-toxic and 100% natural.
How to Use
Add a few drops of this fragrance oil to your diffuser burner or potpourri to have the ambience
smelling absolutely wonderful!
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to soap base, candle waxes, unscented incense sticks
or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade cleaning products, or
existing unscented products.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-gu.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-gu.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-gu4.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-gu1.jpg",1691821153514
