Title,Category,Subcategory,Price,Description,Description_All,Main_Image_URL,All_Image_URLs,Product_ID
Sandalwood & Vetiver Ittar Perfume Oil Roll-On,Parfume,Perfume Oil Ittar,395.00,"Sandalwood / Chandan & Vetiver / Vetyver / Khus. Sandalwood is luxurious, creamy & woody scent while Vetiver has earthy and wet smell of soil. This unisex perfume is liked by all.","Weight
0.068000
Content
10 ml. of perfume oil in an easy-to-carry glass bottle. The bottle is sealed with a dipstick plug
that can be used for application. The box also has an additional roll-on applicator. The oil will
last upto 5-6 months on daily usage of the perfume.
Story
Luxurious Veda Ayurveda carves out a path to holistic well being of an individual. As per the
principles of this ancient science, the foundation of true health and wellness is built upon harmony
and balance of the body, mind, and soul. Our Luxurious Veda range is both inspired from, and based
on this ancient ayurvedic wisdom. Formulated with these principles in mind, made using natural
ingredients and blends of the purest essential oils, and patiently handcrafted to perfection with
great care – these products and sure to appeal to your senses and elevate your spirit!
Ingredients
A unique blend of ittar oil extracted from flowers, herbs and spices. Pure & organic ingredients
that are handmade with love. Non alcoholic, halal, non-toxic and 100% cruelty free. What you'll
absolutely love is their remarkable unique quality of maturing over time, which enhances their
potency and scent.
How to Use
Apply the perfume oil on your pulse points - behind the ears, throat, on the wrists, inside the
elbows, and the back of knees. The fragrance develops and diffuses its voluptuous scent all day
long.
Olfactory Note
The beautiful packaging makes the ittar a perfect gifting option for your family, friends and loved
ones. The compact bottle, fitted with the convenient 'roll-on' application, is the perfect travel
companion for those on-the-go
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lv11cc-swv.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lv11cc-swv.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lv11cc-swv3.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lv11cc-swv1.jpg",1692341512630
Wild Rose Ittar Perfume Oil Roll-On,Parfume,Perfume Oil Ittar,395.00,"Wild Rose / Gulab. This feminine fragrance of rose is floral, powdery and induces the feeling of love and warmth.","Weight
0.068000
Content
10 ml. of perfume oil in an easy-to-carry glass bottle. The bottle is sealed with a dipstick plug
that can be used for application. The box also has an additional roll-on applicator. The oil will
last upto 5-6 months on daily usage of the perfume.
Story
Luxurious Veda Ayurveda carves out a path to holistic well being of an individual. As per the
principles of this ancient science, the foundation of true health and wellness is built upon harmony
and balance of the body, mind, and soul. Our Luxurious Veda range is both inspired from, and based
on this ancient ayurvedic wisdom. Formulated with these principles in mind, made using natural
ingredients and blends of the purest essential oils, and patiently handcrafted to perfection with
great care – these products and sure to appeal to your senses and elevate your spirit!
Ingredients
A unique blend of ittar oil extracted from flowers, herbs and spices. Pure & organic ingredients
that are handmade with love. Non alcoholic, halal, non-toxic and 100% cruelty free. What you'll
absolutely love is their remarkable unique quality of maturing over time, which enhances their
potency and scent.
How to Use
Apply the perfume oil on your pulse points - behind the ears, throat, on the wrists, inside the
elbows, and the back of knees. The fragrance develops and diffuses its voluptuous scent all day
long.
Olfactory Note
The beautiful packaging makes the ittar a perfect gifting option for your family, friends and loved
ones. The compact bottle, fitted with the convenient 'roll-on' application, is the perfect travel
companion for those on-the-go.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lv11cc-wi_1.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lv11cc-wi_1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lv11cc-wi3.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lv11cc-wi1_1.jpg",1692341523783
Ayurveda Ittar Hand Blown Bottle,Parfume,Perfume Oil Ittar,575.00,"Ayurveda Ittar Hand Blown Bottle
A beautiful symphony of the most delicate and pleasing notes of nature is what these Ayurveda Ittar Hand Blown Bottle have to offer. It is typically made from Essential oils extracted from flowers and spices, This Ittar has been used to impart a pleasant smell to one's body or clothes. These are the perfect travel companion for those on-the-go. What you'll absolutely love is their remarkable unique quality of maturing over time, which enhances their potency and scent.","Content
5ml.
Story
Ayurveda carves out a path to holistic well being of an individual. As per the principles of this
ancient science, the foundation of true health and wellness is built upon harmony and balance of the
body, mind, and soul. Our Luxurious Veda range is both inspired from, and based on this ancient
ayurvedic wisdom. Formulated with these principles in mind, made using natural ingredients and
blends of the pure essential oils, and patiently handcrafted to perfection with great care these
products and sure to appeal to your senses and elevate your spirit!
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_2.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_2.jpg,1692341535740
Honeysuckle Ittar Hand Blown Bottle,Parfume,Perfume Oil Ittar,575.00,"Honeysuckle Ittar Hand Blown Bottle
A beautiful symphony of the most delicate and pleasing notes of nature is what these Honeysuckle Ittar Hand Blown Bottle have to offer. It is typically made from Essential oils extracted from flowers and spices, This Ittar has been used to impart a pleasant smell to one's body or clothes. These are the perfect travel companion for those on-the-go. What you'll absolutely love is their remarkable unique quality of maturing over time, which enhances their potency and scent.","Content
5ml.
Story
Ayurveda carves out a path to holistic well being of an individual. As per the principles of this
ancient science, the foundation of true health and wellness is built upon harmony and balance of the
body, mind, and soul. Our Luxurious Veda range is both inspired from, and based on this ancient
ayurvedic wisdom. Formulated with these principles in mind, made using natural ingredients and
blends of the pure essential oils, and patiently handcrafted to perfection with great care these
products and sure to appeal to your senses and elevate your spirit!
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_1_2.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_1_2.jpg,1692341540016
Indian Summer Ittar Hand Blown Bottle,Parfume,Perfume Oil Ittar,575.00,"Indian Summer Ittar Hand Blown Bottle
A beautiful symphony of the most delicate and pleasing notes of nature is what these Indian Summer Ittar Hand Blown Bottle have to offer. It is typically made from Essential oils extracted from flowers and spices, This Ittar has been used to impart a pleasant smell to one's body or clothes. These are the perfect travel companion for those on-the-go. What you'll absolutely love is their remarkable unique quality of maturing over time, which enhances their potency and scent.","Content
5ml.
Story
Ayurveda carves out a path to holistic well being of an individual. As per the principles of this
ancient science, the foundation of true health and wellness is built upon harmony and balance of the
body, mind, and soul. Our Luxurious Veda range is both inspired from, and based on this ancient
ayurvedic wisdom. Formulated with these principles in mind, made using natural ingredients and
blends of the pure essential oils, and patiently handcrafted to perfection with great care these
products and sure to appeal to your senses and elevate your spirit!
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_10.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_10.jpg,1692341545645
Jasmine Orient Ittar Hand Blown Bottle,Parfume,Perfume Oil Ittar,575.00,"Jasmine Orient Ittar Hand Blown Bottle
A beautiful symphony of the most delicate and pleasing notes of nature is what these Jasmine Orient Ittar Hand Blown Bottle have to offer. It is typically made from Essential oils extracted from flowers and spices, This Ittar has been used to impart a pleasant smell to one's body or clothes. These are the perfect travel companion for those on-the-go. What you'll absolutely love is their remarkable unique quality of maturing over time, which enhances their potency and scent.","Content
5ml.
Story
Ayurveda carves out a path to holistic well being of an individual. As per the principles of this
ancient science, the foundation of true health and wellness is built upon harmony and balance of the
body, mind, and soul. Our Luxurious Veda range is both inspired from, and based on this ancient
ayurvedic wisdom. Formulated with these principles in mind, made using natural ingredients and
blends of the pure essential oils, and patiently handcrafted to perfection with great care these
products and sure to appeal to your senses and elevate your spirit!
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa-ja.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa-ja.jpg,1692341550104
Love Ittar Hand Blown Bottle,Parfume,Perfume Oil Ittar,575.00,"Love Ittar Hand Blown Bottle
A beautiful symphony of the most delicate and pleasing notes of nature is what these Love Ittar Hand Blown Bottle have to offer. It is typically made from Essential oils extracted from flowers and spices, This Ittar has been used to impart a pleasant smell to one's body or clothes. These are the perfect travel companion for those on-the-go. What you'll absolutely love is their remarkable unique quality of maturing over time, which enhances their potency and scent.","Content
5ml.
Story
Ayurveda carves out a path to holistic well being of an individual. As per the principles of this
ancient science, the foundation of true health and wellness is built upon harmony and balance of the
body, mind, and soul. Our Luxurious Veda range is both inspired from, and based on this ancient
ayurvedic wisdom. Formulated with these principles in mind, made using natural ingredients and
blends of the pure essential oils, and patiently handcrafted to perfection with great care these
products and sure to appeal to your senses and elevate your spirit!
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_3.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_3.jpg,1692341555852
Lily of Valley Ittar Hand Blown Bottle,Parfume,Perfume Oil Ittar,575.00,"Lily of Valley Ittar Hand Blown Bottle
A beautiful symphony of the most delicate and pleasing notes of nature is what these Lily of Valley Ittar Hand Blown Bottle have to offer. It is typically made from Essential oils extracted from flowers and spices, This Ittar has been used to impart a pleasant smell to one's body or clothes. These are the perfect travel companion for those on-the-go. What you'll absolutely love is their remarkable unique quality of maturing over time, which enhances their potency and scent.","Content
5ml.
Story
Ayurveda carves out a path to holistic well being of an individual. As per the principles of this
ancient science, the foundation of true health and wellness is built upon harmony and balance of the
body, mind, and soul. Our Luxurious Veda range is both inspired from, and based on this ancient
ayurvedic wisdom. Formulated with these principles in mind, made using natural ingredients and
blends of the pure essential oils, and patiently handcrafted to perfection with great care these
products and sure to appeal to your senses and elevate your spirit!
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_4.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_4.jpg,1692341561501
Neroli Bergamot Ittar Hand Blown Bottle,Parfume,Perfume Oil Ittar,575.00,"Neroli Bergamot Ittar Hand Blown Bottle
A beautiful symphony of the most delicate and pleasing notes of nature is what these Neroli Bergamot Ittar Hand Blown Bottle have to offer. It is typically made from Essential oils extracted from flowers and spices, This Ittar has been used to impart a pleasant smell to one's body or clothes. These are the perfect travel companion for those on-the-go. What you'll absolutely love is their remarkable unique quality of maturing over time, which enhances their potency and scent.","Content
5ml.
Story
Ayurveda carves out a path to holistic well being of an individual. As per the principles of this
ancient science, the foundation of true health and wellness is built upon harmony and balance of the
body, mind, and soul. Our Luxurious Veda range is both inspired from, and based on this ancient
ayurvedic wisdom. Formulated with these principles in mind, made using natural ingredients and
blends of the pure essential oils, and patiently handcrafted to perfection with great care these
products and sure to appeal to your senses and elevate your spirit!
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_5.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_5.jpg,1692341568306
Royal Oud Ittar Hand Blown Bottle,Parfume,Perfume Oil Ittar,575.00,"Royal Oud Ittar Hand Blown Bottle
A beautiful symphony of the most delicate and pleasing notes of nature is what these Royal Oud Ittar Hand Blown Bottle have to offer. It is typically made from Essential oils extracted from flowers and spices, This Ittar has been used to impart a pleasant smell to one's body or clothes. These are the perfect travel companion for those on-the-go. What you'll absolutely love is their remarkable unique quality of maturing over time, which enhances their potency and scent.","Content
5ml.
Story
Ayurveda carves out a path to holistic well being of an individual. As per the principles of this
ancient science, the foundation of true health and wellness is built upon harmony and balance of the
body, mind, and soul. Our Luxurious Veda range is both inspired from, and based on this ancient
ayurvedic wisdom. Formulated with these principles in mind, made using natural ingredients and
blends of the pure essential oils, and patiently handcrafted to perfection with great care these
products and sure to appeal to your senses and elevate your spirit!
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_8.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_8.jpg,1692341575051
Patchouli Noir Ittar Hand Blown Bottle,Parfume,Perfume Oil Ittar,575.00,"Patchouli Noir Ittar Hand Blown Bottle
A beautiful symphony of the most delicate and pleasing notes of nature is what these Patchouli Noir Ittar Hand Blown Bottle have to offer. It is typically made from Essential oils extracted from flowers and spices, This Ittar has been used to impart a pleasant smell to one's body or clothes. These are the perfect travel companion for those on-the-go. What you'll absolutely love is their remarkable unique quality of maturing over time, which enhances their potency and scent.","Content
5ml.
Story
Ayurveda carves out a path to holistic well being of an individual. As per the principles of this
ancient science, the foundation of true health and wellness is built upon harmony and balance of the
body, mind, and soul. Our Luxurious Veda range is both inspired from, and based on this ancient
ayurvedic wisdom. Formulated with these principles in mind, made using natural ingredients and
blends of the pure essential oils, and patiently handcrafted to perfection with great care these
products and sure to appeal to your senses and elevate your spirit!
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_1_3.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_1_3.jpg,1692341581708
Relax Ittar Hand Blown Bottle,Parfume,Perfume Oil Ittar,575.00,"Relax Ittar Hand Blown Bottle
A beautiful symphony of the most delicate and pleasing notes of nature is what these Relax Ittar Hand Blown Bottle have to offer. It is typically made from Essential oils extracted from flowers and spices, This Ittar has been used to impart a pleasant smell to one's body or clothes. These are the perfect travel companion for those on-the-go. What you'll absolutely love is their remarkable unique quality of maturing over time, which enhances their potency and scent.","Content
5ml.
Story
Ayurveda carves out a path to holistic well being of an individual. As per the principles of this
ancient science, the foundation of true health and wellness is built upon harmony and balance of the
body, mind, and soul. Our Luxurious Veda range is both inspired from, and based on this ancient
ayurvedic wisdom. Formulated with these principles in mind, made using natural ingredients and
blends of the pure essential oils, and patiently handcrafted to perfection with great care these
products and sure to appeal to your senses and elevate your spirit!
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_7.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_7.jpg,1692341588540
Sandalwood  Vetiver Ittar Hand Blown Bottle,Parfume,Perfume Oil Ittar,575.00,"Sandal Vetv. Ittar Hand Blown Bottle
A beautiful symphony of the most delicate and pleasing notes of nature is what these Sandal Vetv. Ittar Hand Blown Bottle have to offer. It is typically made from Essential oils extracted from flowers and spices, This Ittar has been used to impart a pleasant smell to one's body or clothes. These are the perfect travel companion for those on-the-go. What you'll absolutely love is their remarkable unique quality of maturing over time, which enhances their potency and scent.","Content
5ml.
Story
Ayurveda carves out a path to holistic well being of an individual. As per the principles of this
ancient science, the foundation of true health and wellness is built upon harmony and balance of the
body, mind, and soul. Our Luxurious Veda range is both inspired from, and based on this ancient
ayurvedic wisdom. Formulated with these principles in mind, made using natural ingredients and
blends of the pure essential oils, and patiently handcrafted to perfection with great care these
products and sure to appeal to your senses and elevate your spirit!
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_6.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_6.jpg,1692341594126
Wild Rose Ittar Hand Blown Bottle,Parfume,Perfume Oil Ittar,575.00,"Wild Rose Ittar Hand Blown Bottle
A beautiful symphony of the most delicate and pleasing notes of nature is what these Wild Rose Ittar Hand Blown Bottle have to offer. It is typically made from Essential oils extracted from flowers and spices, This Ittar has been used to impart a pleasant smell to one's body or clothes. These are the perfect travel companion for those on-the-go. What you'll absolutely love is their remarkable unique quality of maturing over time, which enhances their potency and scent.","Content
5ml.
Story
Ayurveda carves out a path to holistic well being of an individual. As per the principles of this
ancient science, the foundation of true health and wellness is built upon harmony and balance of the
body, mind, and soul. Our Luxurious Veda range is both inspired from, and based on this ancient
ayurvedic wisdom. Formulated with these principles in mind, made using natural ingredients and
blends of the pure essential oils, and patiently handcrafted to perfection with great care these
products and sure to appeal to your senses and elevate your spirit!
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_9.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvfa_9.jpg,1692341601127
