title,price,brand,category,subcategory,imageurls,size,description,id,product_url
Cashmere Cream Wool Rich Double Breasted Women’s Designer Suit,13995,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_9.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_2.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_14.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_15.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_11.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_16.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_12.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_13.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_10.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_17.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_1.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_4.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_5.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_6.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_7.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_8.jpg?v=1762754421&width=1000, https://frenchcrown.in/cdn/shop/files/WST016-GB-LD06_18.jpg?v=1735908961&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42, XS / 24, S / 26, M / 28, L / 30, XL / 32, XXL / 34, 3XL / 36","A perfect Cream suit for the stylish individual, our Cashmere Cream Wool Rich Double Breasted Women’s Designer Suit is the epitome of style and sophistication. With its rich cashmere-infused wool and double-breasted design, this suit exudes timeless elegance and is sure to leave a lasting impression. Elevate your fashion with this exceptional designer ensemble. In addition to being constructed from Imported Superior Fabrics, French crown Suits are built with top quality components and thoughtful construction. All our suits are double canvassed, with fully fused Belt trouser, for greater versatility and superior shape for your Legs Wool Blend: 70% wool and 30% terylene. These Suits are a great all-around choice. They are breathable, soft, warm, hypoallergenic, easy to clean, moisture wicking and flame resistant. For these reasons and others, you can’t go wrong with a pair of high-quality wool Blend Suits. Blazer Features Semi Padded shoulder for a formal silhouette 6-button, Double-breasted closure Peak lapel Flap pockets Boat-shaped breast pocket Half-canvas construction Trouser Features Flat front Slanted Side Pockets Zip fly Hook and Button closure Belt loops Higher waited back to stay respectable and to keep you warm Construction: Triple chain stitch in high-stress areas for flexibility and to make the construction as tough as the fabric. There's a no-stretch interior waistband in trouser for a perfect fit on the waist where the stretch in the fabric isn't wanted. The pockets have reinforced entry for durability and high quality YKK zippers are used throughout. Pattern: textured Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears. Medium to Heavy weight fabric. Made for all climates.",526493545,https://frenchcrown.in/products/cashmere-cream-wool-rich-double-breasted-women-s-designer-suit-b
Casper Lavender Premium Cotton Shirt,2595,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WS090-BLK_6.jpg?v=1702463999&width=1000, https://frenchcrown.in/cdn/shop/files/WS090-BLK_3.jpg?v=1702463999&width=1000, https://frenchcrown.in/cdn/shop/files/WS090-BLK_2.jpg?v=1702463999&width=1000, https://frenchcrown.in/cdn/shop/files/WS090-BLK_4.jpg?v=1702463999&width=1000, https://frenchcrown.in/cdn/shop/files/WS090-BLK_9.jpg?v=1702463999&width=1000, https://frenchcrown.in/cdn/shop/files/WS090-BLK_5.jpg?v=1702463999&width=1000, https://frenchcrown.in/cdn/shop/files/WS090-BLK_7.jpg?v=1702463999&width=1000, https://frenchcrown.in/cdn/shop/files/WS090-BLK_8.jpg?v=1702463999&width=1000, https://frenchcrown.in/cdn/shop/files/WS090-BLK_10.jpg?v=1702463999&width=1000, https://frenchcrown.in/cdn/shop/files/WS090-BLK_13.jpg?v=1702463999&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Step into the world of effortless sophistication with our Casper Lavender Premium Cotton Shirt - a solid and stylish choice for women. This shirt in lovely lavender is a must-have for formal occasions. Achieve timeless style and elegance effortlessly with this solid lavender shirt. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",684279527,https://frenchcrown.in/products/casper-lavender-premium-cotton-shirt-c
Cavern Brown with Cadet Blue Marble Printed Premium Cotton Shirt with Spaghetti Overcoat,3895,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/products/WS010_6_32795c78-7ded-4aa1-b31d-58f51a5789ec.jpg?v=1762753096&width=1000, https://frenchcrown.in/cdn/shop/products/WS010_2_7b31b5f2-ab6b-44bb-963c-a0a3c25538c6.jpg?v=1762753096&width=1000, https://frenchcrown.in/cdn/shop/products/WS010_4_c851747b-2876-4219-94f9-cfa5d6931b7a.jpg?v=1762753096&width=1000, https://frenchcrown.in/cdn/shop/products/WS010_1_0b30d5a7-b988-454c-a87a-c8d8408466af.jpg?v=1762753096&width=1000, https://frenchcrown.in/cdn/shop/products/WS010_5_a141dfa9-17b5-4f89-8bec-6b87bdcd6b98.jpg?v=1762753096&width=1000, https://frenchcrown.in/cdn/shop/products/WS010_7_cfeacec6-6e09-4aa7-96ac-cfb11644c1bf.jpg?v=1762753096&width=1000, https://frenchcrown.in/cdn/shop/products/WS010_2.jpg?v=1762753096&width=1000, https://frenchcrown.in/cdn/shop/products/WS010_1.jpg?v=1762753096&width=1000, https://frenchcrown.in/cdn/shop/products/WS010_4.jpg?v=1762753096&width=1000, https://frenchcrown.in/cdn/shop/products/WS010_5.jpg?v=1762753096&width=1000, https://frenchcrown.in/cdn/shop/products/WS010_6.jpg?v=1762753096&width=1000, https://frenchcrown.in/cdn/shop/products/WS010_7.jpg?v=1762753096&width=1000, https://frenchcrown.in/cdn/shop/products/WS010_8.jpg?v=1690888263&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Plans or no plans, either way, this marble printed shirt with spaghetti overcoat will be your BFF! Ultra-soft, light, this women's shirt from French Crown will elevate your look. The overcoat features functional buttons with a solid black pattern. What else can we say? It also has a regular collar with full sleeves. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",204651072,https://frenchcrown.in/products/cavern-brown-with-cadet-blue-marble-printed-premium-cotton-shirt-with-spaghetti-overcoat-a
Celadon Green Rose Printed Premium Cotton Jumpsuit,3895,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/products/WD008_1.jpg?v=1700647132&width=1000, https://frenchcrown.in/cdn/shop/files/WD008_2_f0521920-90ed-4281-8a7b-6b509c12fa62.jpg?v=1700647132&width=1000, https://frenchcrown.in/cdn/shop/products/WD008_2.jpg?v=1691675895&width=1000, https://frenchcrown.in/cdn/shop/products/WD008_4.jpg?v=1691675895&width=1000, https://frenchcrown.in/cdn/shop/products/WD008_5.jpg?v=1691675895&width=1000, https://frenchcrown.in/cdn/shop/products/WD008_6.jpg?v=1691675895&width=1000, https://frenchcrown.in/cdn/shop/products/WD008_7.jpg?v=1691675895&width=1000, https://frenchcrown.in/cdn/shop/products/WD008_8.jpg?v=1691675895&width=1000, https://frenchcrown.in/cdn/shop/products/WD008_9.jpg?v=1691675895&width=1000, https://frenchcrown.in/cdn/shop/products/WD008_10.jpg?v=1691675895&width=1000, https://frenchcrown.in/cdn/shop/products/WD008_11.jpg?v=1691675895&width=1000, https://frenchcrown.in/cdn/shop/products/WD008_12_71c2ee35-d46e-4294-9ddd-3d8a8ed4b2cf.jpg?v=1691675894&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","This one-piece garment from French Crown can for sure upgrade your clubbing wardrobe. It is a fashionable and versatile item that can be dressed up or down depending on the occasion.  This jumpsuit with a front opening and functional bow can be paired with heels for a night out or sandals for a more casual look. The jumpsuit creates a sleek and streamlined silhouette, making it a popular choice among women who want to look stylish without putting in too much effort. The rose print adds a pop of colour and femininity to the outfit, making it a perfect choice for spring and summer events. Our materials are a group of materials that can range from recycled or organic. Material Type : 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears. Medium weight fabric, ideal for all climates.",948833233,https://frenchcrown.in/products/celadon-green-rose-printed-premium-cotton-jumpsuit-a
Cerise Red Striped Premium Cotton Shirt,2595,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/products/WS005-MN_1.jpg?v=1700647184&width=1000, https://frenchcrown.in/cdn/shop/products/WS005-MN_2.jpg?v=1700647184&width=1000, https://frenchcrown.in/cdn/shop/products/WS005-MN_4.jpg?v=1679388954&width=1000, https://frenchcrown.in/cdn/shop/products/WS005-BLK_1.jpg?v=1691655345&width=1000, https://frenchcrown.in/cdn/shop/products/WS005-MN_5.jpg?v=1691655345&width=1000, https://frenchcrown.in/cdn/shop/products/WS005-MN_6.jpg?v=1691655345&width=1000, https://frenchcrown.in/cdn/shop/products/WS005-BLK_2.jpg?v=1679388954&width=1000, https://frenchcrown.in/cdn/shop/products/WS005-BLK_4.jpg?v=1679388954&width=1000, https://frenchcrown.in/cdn/shop/products/WS005-BLK_5.jpg?v=1679388954&width=1000, https://frenchcrown.in/cdn/shop/products/WS005-BLK_6.jpg?v=1679388954&width=1000, https://frenchcrown.in/cdn/shop/products/WS005-MN_7.jpg?v=1679388954&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","This classic striped shirt from French Crown  is tailored in 100% pure cotton & is accompanied by neat stripes. These shirts are perfect for both casual and formal events, and can be dressed up or down depending on the occasion. They look great with jeans, shorts, skirts, and dress pants, and can be paired with a variety of accessories to complete the look. Cotton is a breathable, lightweight fabric that is comfortable to wear year-round. It is also a great fabric for layering, allowing you to easily transition from one season to the next. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",333565842,https://frenchcrown.in/products/cerise-red-striped-premium-cotton-shirt-a
Cerulean Blue Premium Cotton Tie Up Style Crop Shirt,2595,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WS143-BLK_2.jpg?v=1701767678&width=1000, https://frenchcrown.in/cdn/shop/files/WS143-BLK_3.jpg?v=1701767681&width=1000, https://frenchcrown.in/cdn/shop/files/WS143-BLK_4.jpg?v=1701767679&width=1000, https://frenchcrown.in/cdn/shop/files/WS143-BLK_5.jpg?v=1701767678&width=1000, https://frenchcrown.in/cdn/shop/files/WS143-BLK_6.jpg?v=1701767679&width=1000, https://frenchcrown.in/cdn/shop/files/WS143-BLK_7.jpg?v=1701767680&width=1000, https://frenchcrown.in/cdn/shop/files/WS143-BLK_8.jpg?v=1702471961&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Introducing the ""Cerulean Blue Premium Cotton Tie Up Style Crop Shirt"" - a trendy and versatile addition to your wardrobe. This shirt, in a striking Cerulean Blue, features a stylish tie-up design that effortlessly combines comfort and fashion, making it perfect for various occasions and a fresh, contemporary look. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",928989867,https://frenchcrown.in/products/cerulean-blue-premium-cotton-tie-up-style-crop-shirt-c
Cerulean Blue Rose Printed Premium Cotton Jumpsuit,3895,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/products/WD006_1.jpg?v=1700647198&width=1000, https://frenchcrown.in/cdn/shop/files/WD006_2_8d063d3f-775d-456e-91f3-54664a3068c5.jpg?v=1700647198&width=1000, https://frenchcrown.in/cdn/shop/products/WD006_2.jpg?v=1691675876&width=1000, https://frenchcrown.in/cdn/shop/products/WD006_4.jpg?v=1691675876&width=1000, https://frenchcrown.in/cdn/shop/products/WD006_5.jpg?v=1691675876&width=1000, https://frenchcrown.in/cdn/shop/products/WD006_6.jpg?v=1691675876&width=1000, https://frenchcrown.in/cdn/shop/products/WD006_7.jpg?v=1691675876&width=1000, https://frenchcrown.in/cdn/shop/products/WD006_8.jpg?v=1691675876&width=1000, https://frenchcrown.in/cdn/shop/products/WD006_9.jpg?v=1691675875&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","This one-piece garment from French Crown can for sure upgrade your clubbing wardrobe. It is a fashionable and versatile item that can be dressed up or down depending on the occasion.  This jumpsuit with a front opening and functional bow can be paired with heels for a night out or sandals for a more casual look. The jumpsuit creates a sleek and streamlined silhouette, making it a popular choice among women who want to look stylish without putting in too much effort. The rose print adds a pop of colour and femininity to the outfit, making it a perfect choice for spring and summer events. Our materials are a group of materials that can range from recycled or organic. Material Type : 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears. Medium weight fabric, ideal for all climates.",324053126,https://frenchcrown.in/products/cerulean-blue-rose-printed-premium-cotton-jumpsuit-a
Charade Blue Subtle Sheen with White Lapel Single Breasted Women's Blazer,10195,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WBL009-WKL_8.jpg?v=1762752986&width=1000, https://frenchcrown.in/cdn/shop/files/WBL009-WKL_3.jpg?v=1762752986&width=1000, https://frenchcrown.in/cdn/shop/files/WBL009-WKL_10.jpg?v=1762752986&width=1000, https://frenchcrown.in/cdn/shop/files/WBL009-WKL_9.jpg?v=1762752986&width=1000, https://frenchcrown.in/cdn/shop/files/WBL009-WKL_1.jpg?v=1762752986&width=1000, https://frenchcrown.in/cdn/shop/files/WBL009-WKL_2.jpg?v=1762752986&width=1000, https://frenchcrown.in/cdn/shop/files/WBL009-WKL_5.jpg?v=1762752986&width=1000, https://frenchcrown.in/cdn/shop/files/WBL009-WKL_6.jpg?v=1762752986&width=1000, https://frenchcrown.in/cdn/shop/files/WBL009-WKL_7.jpg?v=1762752986&width=1000, https://frenchcrown.in/cdn/shop/files/WBL009-WKL_11.jpg?v=1735908983&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","This blazer from the house of French Crown will for sure be on the wish list of any fashion connoisseur. It comes with white lapel collar that adds a touch of exclusivity to its design. Tailored using premium quality fabric, this blazer is made using regular-fit and is extremely comfortable to wear. In addition to being constructed from Imported Superior Fabrics, French crown Blazers are built with top quality components and thoughtful construction. Wool Blend: 70% wool and 30% terylene. These Blazers are a great all-around choice. They are breathable, soft, warm, hypoallergenic, easy to clean, moisture wicking and flame resistant. For these reasons and others, you can’t go wrong with a pair of high-quality wool Blend Blazer. Features Padded shoulder for a formal silhouette 1-button, single-breasted closure Shawl lapel Flap pockets Boat-shaped breast pocket Half-canvas construction Pattern: solid Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears. Medium to Heavy weight fabric. Made for all climates.",456014157,https://frenchcrown.in/products/charade-navy-blue-with-white-lapel-single-breasted-womens-blazer-a
Charade Blue Subtle Sheen with White Lapel Single Breasted Women's Suit,13995,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WST009-WKL_8.jpg?v=1755784187&width=1000, https://frenchcrown.in/cdn/shop/files/WST009-WKL_4.jpg?v=1755784187&width=1000, https://frenchcrown.in/cdn/shop/files/WST009-WKL_10.jpg?v=1755784187&width=1000, https://frenchcrown.in/cdn/shop/files/WST009-WKL_9.jpg?v=1755784187&width=1000, https://frenchcrown.in/cdn/shop/files/WST009-WKL_12.jpg?v=1755784187&width=1000, https://frenchcrown.in/cdn/shop/files/WST009-WKL_2.jpg?v=1755784187&width=1000, https://frenchcrown.in/cdn/shop/files/WST009-WKL_3.jpg?v=1755784187&width=1000, https://frenchcrown.in/cdn/shop/files/WST009-WKL_5.jpg?v=1755784187&width=1000, https://frenchcrown.in/cdn/shop/files/WST009-WKL_6.jpg?v=1755784187&width=1000, https://frenchcrown.in/cdn/shop/files/WST009-WKL_7.jpg?v=1755784187&width=1000, https://frenchcrown.in/cdn/shop/files/WST009-WKL_13.jpg?v=1735909020&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42, XS / 24, S / 26, M / 28, L / 30, XL / 32, XXL / 34, 3XL / 36","This suit from the house of French Crown will for sure be on the wish list of any fashion connoisseur. It comes with white lapel collar that adds a touch of exclusivity to its design. Tailored using premium quality fabric, this suit is made using regular-fit and is extremely comfortable to wear. In addition to being constructed from Imported Superior Fabrics, French crown Suits are built with top quality components and thoughtful construction. All our suits are double canvassed, with fully fused Belt trouser, for greater versatility and superior shape for your Legs Wool Blend: 70% wool and 30% terylene. These Suits are a great all-around choice. They are breathable, soft, warm, hypoallergenic, easy to clean, moisture wicking and flame resistant. For these reasons and others, you can’t go wrong with a pair of high-quality wool Blend Suit. Blazer Features Padded shoulder for a formal silhouette 1-button, single-breasted closure Shawl lapel Flap pockets Boat-shaped breast pocket Half-canvas construction Trouser Features Flat front Slanted Side Pockets Zip fly Hook and Button closure Belt loops Higher waited back to stay respectable and to keep you warm Construction: Triple chain stitch in high-stress areas for flexibility and to make the construction as tough as the fabric. There's a no-stretch interior waistband in trouser for a perfect fit on the waist where the stretch in the fabric isn't wanted. The pockets have reinforced entry for durability and high quality YKK zippers are used throughout. Pattern: solid Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears. Medium to Heavy weight fabric. Made for all climates.",640603666,https://frenchcrown.in/products/charade-navy-blue-with-white-lapel-single-breasted-womens-suit-a
Charade Blue Subtle Sheen Women's Pant,3895,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WOT009_5.jpg?v=1762753976&width=1000, https://frenchcrown.in/cdn/shop/files/WOT009_3.jpg?v=1762753976&width=1000, https://frenchcrown.in/cdn/shop/files/WOT009_1.jpg?v=1762753976&width=1000, https://frenchcrown.in/cdn/shop/files/WOT009_6.jpg?v=1701857692&width=1000, https://frenchcrown.in/cdn/shop/files/WOT009_7.jpg?v=1701857690&width=1000","XS / 24, S / 26, M / 28, L / 30, XL / 32, XXL / 34, 3XL / 36","These pants from the house of French Crown will for sure be on the wish list of any fashion connoisseur. These pants come with a flat front and slanted side pockets that adds a touch of exclusivity to its design. Tailored from premium quality fabric, these pants are made using regular-fit and are extremely comfortable to wear. In addition to being constructed from Imported Superior Fabrics, French crown Pants are built with top quality components and thoughtful construction. All our Pants are double canvassed, with fully fused Belt trouser, for greater versatility and superior shape for your Legs Wool Blend: 70% wool and 30% terylene. These Pants are a great all-around choice. They are breathable, soft, warm, hypoallergenic, easy to clean, moisture wicking and flame resistant. For these reasons and others, you can’t go wrong with a pair of high-quality wool Blend Pant. Features Flat front Slanted Side Pockets Zip fly Hook and Button closure Belt loops Higher waited back to stay respectable and to keep you warm Construction: Triple chain stitch in high-stress areas for flexibility and to make the construction as tough as the fabric. There's a no-stretch interior waistband in trouser for a perfect fit on the waist where the stretch in the fabric isn't wanted. The pockets have reinforced entry for durability and high quality YKK zippers are used throughout. Pattern: solid Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears. Medium to Heavy weight fabric. Made for all climates.",886751794,https://frenchcrown.in/products/charade-navy-blue-womens-pant-a
Chateau Gray Premium Cotton Shirt,2595,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WS146-BLK_2.jpg?v=1701767439&width=1000, https://frenchcrown.in/cdn/shop/files/WS146-BLK_3.jpg?v=1701767437&width=1000, https://frenchcrown.in/cdn/shop/files/WS146-BLK_4.jpg?v=1701767438&width=1000, https://frenchcrown.in/cdn/shop/files/WS146-BLK_5.jpg?v=1701767438&width=1000, https://frenchcrown.in/cdn/shop/files/WS146-BLK_6.jpg?v=1701767436&width=1000, https://frenchcrown.in/cdn/shop/files/WS146-BLK_7.jpg?v=1701767437&width=1000, https://frenchcrown.in/cdn/shop/files/WS146-BLK_8.jpg?v=1702472093&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Sometimes, simplicity is key, and our Chateau Gray Premium Cotton Shirt is the epitome of charming simplicity. It's an ideal pick for those who prefer understated yet elegant fashion choices, making it versatile for various occasions. Beyond its style, this shirt offers unrivaled comfort. The premium cotton fabric ensures that you not only look good but also feel your best. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",196710153,https://frenchcrown.in/products/chateau-gray-premium-cotton-shirt-c
Chateau Gray with Glacier Blue Multicolour Checked Premium Cotton Crop Shirt,1995,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WS118-BLE-WP077_4.jpg?v=1703684678&width=1000, https://frenchcrown.in/cdn/shop/files/WS118-BLE-WP077_3.jpg?v=1703684678&width=1000, https://frenchcrown.in/cdn/shop/files/WS118-BLE-WP077_5.jpg?v=1703684678&width=1000, https://frenchcrown.in/cdn/shop/files/WS118-BLE-WP077_6.jpg?v=1703684678&width=1000, https://frenchcrown.in/cdn/shop/files/WS118-BLE-WP077_7.jpg?v=1703684678&width=1000, https://frenchcrown.in/cdn/shop/files/WS118-BLE-WP077_8.jpg?v=1703684678&width=1000, https://frenchcrown.in/cdn/shop/files/WS118-BLE-WP077_2.jpg?v=1703684678&width=1000, https://frenchcrown.in/cdn/shop/files/WS118-BLE-WP077_9.jpg?v=1702526866&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Step into a world of creativity and style with our Chateau Gray with Glacier Blue Multicolour Checked Premium Cotton Crop Shirt. This captivating shirt is designed to make stand out with its blend of fresh colors and patterns. Unleash your unique and elegent fashion sense with this must-have piece! Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",299597127,https://frenchcrown.in/products/chateau-gray-with-glacier-blue-multicolour-checked-premium-cotton-crop-shirt-c
Cherub Pink and Multicolour Printed Super Soft Premium Cotton Women’s Shirt,3195,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WS059-M_12.jpg?v=1762754681&width=1000, https://frenchcrown.in/cdn/shop/files/WS059-M_8.jpg?v=1762754681&width=1000, https://frenchcrown.in/cdn/shop/files/WS059-M_7.jpg?v=1762754681&width=1000, https://frenchcrown.in/cdn/shop/files/WS059-M_10.jpg?v=1762754681&width=1000, https://frenchcrown.in/cdn/shop/files/WS059-M_11.jpg?v=1762754681&width=1000, https://frenchcrown.in/cdn/shop/files/WS059-M_1.jpg?v=1762754681&width=1000, https://frenchcrown.in/cdn/shop/files/WS059-M_2.jpg?v=1762754681&width=1000, https://frenchcrown.in/cdn/shop/files/WS059-M_4.jpg?v=1762754681&width=1000, https://frenchcrown.in/cdn/shop/files/WS059-M_5.jpg?v=1762754681&width=1000, https://frenchcrown.in/cdn/shop/files/WS059-M_6.jpg?v=1762754681&width=1000, https://frenchcrown.in/cdn/shop/files/WS059-M_13.jpg?v=1690893993&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","This amazing piece is a stylish and comfortable piece of clothing that combines both form and function. Made from high-quality slight sheen fabric blended with pure cotton material, this shirt is exceptionally soft and feels great against the skin. The shirt features a fancy placket that adds a touch of elegance to the overall design. The mandarin collar and printed pattern are eye-catching, making it perfect for casual and semi-formal occasions. With its premium fabric and superior construction, this shirt is a versatile addition to any wardrobe. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",599393965,https://frenchcrown.in/products/cherub-pink-and-multicolour-printed-super-soft-premium-cotton-women-s-shirt-b
Chicago Gray Printed Premium Cotton Crop Top,1995,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/products/WTP066_1.jpg?v=1700647554&width=1000, https://frenchcrown.in/cdn/shop/files/WTP-066_2.jpg?v=1700647554&width=1000, https://frenchcrown.in/cdn/shop/products/WTP066_2.jpg?v=1691568236&width=1000, https://frenchcrown.in/cdn/shop/products/WTP066_4.jpg?v=1691568236&width=1000, https://frenchcrown.in/cdn/shop/products/WTP066_5.jpg?v=1691568236&width=1000, https://frenchcrown.in/cdn/shop/products/WTP066_6.jpg?v=1691568236&width=1000, https://frenchcrown.in/cdn/shop/products/WTP066_7.jpg?v=1691568227&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Make a fashion statement with our Chicago Gray Printed Premium Cotton Crop Top. This chic crop top features a captivating print in C gray, adding a modern and stylish touch to your ensemble. Crafted from premium cotton, it offers comfort and breathability for all-day wear. Elevate your wardrobe with this trendy and versatile piece. Our materials are a group of materials that can range from recycled or organic. Material Type : 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears. Medium weight fabric, ideal for all climates.",775960283,https://frenchcrown.in/products/chicago-gray-printed-premium-cotton-crop-top-c
