title,price,story_description,category,sub_category,image_urls,size_title,size,description,id
Snow White Premium Cotton Boxers,797," Story Upgrade your leisurewear collection with these trendy and stylish boxers, straight from the
house of French Crown. Crafted with premium Cotton fabrics, these boxers will give you a comfy and
cozy look whenever paired with any long t-shirts in summer.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/products/BX-341-01_1_360x.jpg?v=1678885304, https://frenchcrown.in/cdn/shop/products/BX-341-01_1_800x.jpg?v=1678885304, https://frenchcrown.in/cdn/shop/products/BX-341-01_2_800x.jpg?v=1678885304, https://frenchcrown.in/cdn/shop/products/BX-341-01_4_800x.jpg?v=1678885304, https://frenchcrown.in/cdn/shop/products/BoxerCoralimg2_96f59413-4ad8-437d-afea-4b4336186482_800x.jpg?v=1682308270",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"Upgrade your leisurewear collection with these trendy and stylish boxers, straight from the house of
French Crown. Crafted with premium Cotton fabrics, these boxers will give you a comfy and cozy look
whenever paired with any long t-shirts in summer.",1678885304
Bright White Premium Linen Boxers,897," Story The structure and durability of cotton blended with the lightweight, breathable comfort of
linen. This breathes incredibly well. You get the benefit of both in one cloth. The cotton yarns add
a suitable amount of body and crease-resistant properties which keeps the propensity of linen to
crease in check. Better than a pure linen, it’s more durable, useable and responds so much better to
pressing.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/products/BX471-WHITELINEN_1_360x.jpg?v=1679372310, https://frenchcrown.in/cdn/shop/products/BX471-WHITELINEN_1_800x.jpg?v=1679372310, https://frenchcrown.in/cdn/shop/products/BX471-WHITELINEN_2_800x.jpg?v=1679372310, https://frenchcrown.in/cdn/shop/products/BX471-WHITELINEN_4_800x.jpg?v=1679372310, https://frenchcrown.in/cdn/shop/products/BoxerCoralimg2_0d7ce52c-13e0-45bb-9aac-615631339c34_800x.jpg?v=1682146429",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"The structure and durability of cotton blended with the lightweight, breathable comfort of linen.
This breathes incredibly well. You get the benefit of both in one cloth. The cotton yarns add a
suitable amount of body and crease-resistant properties which keeps the propensity of linen to
crease in check. Better than a pure linen, it’s more durable, useable and responds so much better to
pressing.",1679372310
Jade Black Funky Printed Luxurious Linen Boxers,997," Story Upgrade your leisurewear collection with our Jade Black Funky Printed Luxurious Linen Boxers!
Crafted from premium linen fabric blended with pure cotton, these boxers provide ultimate comfort
and a touch of luxury. With their eye-catching prints and breathable fabric, you'll feel cool and
confident all day long. Make a stylish statement with these unique and oh-so-comfy boxers.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/files/BX508-RPRT-015_1_12f344c2-6296-4e65-a857-794a601dcbc9_360x.jpg?v=1688558065, https://frenchcrown.in/cdn/shop/files/BX508-RPRT-015_1_12f344c2-6296-4e65-a857-794a601dcbc9_800x.jpg?v=1688558065, https://frenchcrown.in/cdn/shop/files/BX508-RPRT-015_2_800x.jpg?v=1688561141, https://frenchcrown.in/cdn/shop/files/BX508-RPRT-015_4_ec8a50bb-0ea9-40fb-9847-4019ab09e823_800x.jpg?v=1688561141, https://frenchcrown.in/cdn/shop/files/BX508-RPRT-015_5_6b3a0ed1-8ae8-43f2-b467-5cf69ca170b0_800x.jpg?v=1688561141, https://frenchcrown.in/cdn/shop/files/BX508-RPRT-015_6_c6c47247-0f23-468e-90f1-9777ce900d78_800x.jpg?v=1688561141, https://frenchcrown.in/cdn/shop/files/BX508-RPRT-015_7_800x.jpg?v=1688561141, https://frenchcrown.in/cdn/shop/files/BX508-RPRT-015_8_800x.jpg?v=1688561141, https://frenchcrown.in/cdn/shop/files/BX508-RPRT-015_1_800x.jpg?v=1688561141, https://frenchcrown.in/cdn/shop/files/BX508-RPRT-015_4_800x.jpg?v=1688561141, https://frenchcrown.in/cdn/shop/files/BX508-RPRT-015_5_800x.jpg?v=1688561141, https://frenchcrown.in/cdn/shop/files/BX508-RPRT-015_6_800x.jpg?v=1688561141",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"Upgrade your leisurewear collection with our Jade Black Funky Printed Luxurious Linen Boxers!
Crafted from premium linen fabric blended with pure cotton, these boxers provide ultimate comfort
and a touch of luxury. With their eye-catching prints and breathable fabric, you'll feel cool and
confident all day long. Make a stylish statement with these unique and oh-so-comfy boxers.",1688558065
Two White Giza Cotton Boxers,"1,647"," Story Our most luxurious white Giza Cotton, and this one is as good as it gets. Made with
ultra-premium certified West Indian Sea Island Cotton from Barbados, it has the perfect combination
of durability, super soft handful, vibrant white color, and silky luster. Known to many as the
cashmere of cotton, Sea Island cotton represents just .0004% of the extra-long staple length cotton
produced each year.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/products/BX43_1_360x.jpg?v=1656504745, https://frenchcrown.in/cdn/shop/products/BX43_1_800x.jpg?v=1656504745, https://frenchcrown.in/cdn/shop/products/BX43_2_800x.jpg?v=1631162131, https://frenchcrown.in/cdn/shop/products/BX43_3_800x.jpg?v=1631162130, https://frenchcrown.in/cdn/shop/products/BX43_4_800x.jpg?v=1631162130, https://frenchcrown.in/cdn/shop/products/BoxerCoralimg_6a8e6d0a-2df2-4aad-95c4-435b874d5531_800x.jpg?v=1598332421",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"Our most luxurious white Giza Cotton, and this one is as good as it gets. Made with ultra-premium
certified West Indian Sea Island Cotton from Barbados, it has the perfect combination of durability,
super soft handful, vibrant white color, and silky luster. Known to many as the cashmere of cotton,
Sea Island cotton represents just .0004% of the extra-long staple length cotton produced each year.",1656504745
White Cotton and White Premium Linen Boxers,"1,447"," Story White Cotton Boxer: Featuring basic texture all over for unique charm is this white Boxer. A
smart wardrobe must-have, this Boxer is made from cotton dobby that makes it extremely comfortable
to wear all day long and in night also. White Linen Boxer: The structure and durability of cotton
blended with the lightweight, breathable comfort of linen. This breathes incredibly well. You get
the benefit of both in one cloth. The cotton yarns add a suitable amount of body and
crease-resistant properties which keeps the propensity of linen to crease in check. Better than a
pure linen, it’s more durable, useable and responds so much better to pressing.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/products/BX12_1_360x.jpg?v=1656504757, https://frenchcrown.in/cdn/shop/products/BX12_1_800x.jpg?v=1656504757, https://frenchcrown.in/cdn/shop/products/BX12_2_800x.jpg?v=1631161900, https://frenchcrown.in/cdn/shop/products/BX12_3_800x.jpg?v=1631161901, https://frenchcrown.in/cdn/shop/products/BX12_4_800x.jpg?v=1631161902, https://frenchcrown.in/cdn/shop/products/BX12_5_800x.jpg?v=1631161901, https://frenchcrown.in/cdn/shop/products/BX12_6_800x.jpg?v=1631161901, https://frenchcrown.in/cdn/shop/products/BX12_7_800x.jpg?v=1631161902, https://frenchcrown.in/cdn/shop/products/BoxerCoralimg_5eee8d66-15e5-4b8d-94c5-ff903f953b9b_800x.jpg?v=1597406789",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"White Cotton Boxer:Featuring basic texture all over for unique charm is this white Boxer. A smart
wardrobe must-have, this Boxer is made from cotton dobby that makes it extremely comfortable to wear
all day long and in night also.White Linen Boxer:The structure and durability of cotton blended with
the lightweight, breathable comfort of linen. This breathes incredibly well. You get the benefit of
both in one cloth. The cotton yarns add a suitable amount of body and crease-resistant properties
which keeps the propensity of linen to crease in check. Better than a pure linen, it’s more durable,
useable and responds so much better to pressing.",1656504757
White Giza Cotton and Black Premium Linen Boxers,"1,697"," Story White Giza cotton Boxer: Our most luxurious white Giza Cotton, and this one is as good as it
gets. Made with ultra-premium certified West Indian Sea Island Cotton from Barbados, it has the
perfect combination of durability, super soft handful, vibrant white color, and silky luster. Known
to many as the cashmere of cotton, Sea Island cotton represents just .0004% of the extra-long staple
length cotton produced each year. Black Linen Boxer: The structure and durability of cotton blended
with the lightweight, breathable comfort of linen. This breathes incredibly well. You get the
benefit of both in one cloth. The cotton yarns add a suitable amount of body and crease-resistant
properties which keeps the propensity of linen to crease in check. Better than a pure linen, it’s
more durable, useable and responds so much better to pressing.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/products/BX48_1_copy_360x.jpg?v=1656504764, https://frenchcrown.in/cdn/shop/products/BX48_1_copy_800x.jpg?v=1656504764, https://frenchcrown.in/cdn/shop/products/BX48_2_copy_800x.jpg?v=1631163148, https://frenchcrown.in/cdn/shop/products/BX48_3_copy_800x.jpg?v=1631163147, https://frenchcrown.in/cdn/shop/products/BX48_4_copy_800x.jpg?v=1631163148, https://frenchcrown.in/cdn/shop/products/BX48_5_copy_800x.jpg?v=1631163148, https://frenchcrown.in/cdn/shop/products/BX48_6_copy_800x.jpg?v=1631163148, https://frenchcrown.in/cdn/shop/products/BX48_7_copy_800x.jpg?v=1631163148, https://frenchcrown.in/cdn/shop/products/BoxerCoralimg_d755217b-770f-40c0-8f08-e8df706d0432_800x.jpg?v=1598332485, https://frenchcrown.in/cdn/shop/products/boxer_558ef897-d7dd-40aa-92b3-e5caba80a488_800x.jpg?v=1671871716",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"White Giza cotton Boxer:Our most luxurious white Giza Cotton, and this one is as good as it gets.
Made with ultra-premium certified West Indian Sea Island Cotton from Barbados, it has the perfect
combination of durability, super soft handful, vibrant white color, and silky luster. Known to many
as the cashmere of cotton, Sea Island cotton represents just .0004% of the extra-long staple length
cotton produced each year.Black Linen Boxer:The structure and durability of cotton blended with the
lightweight, breathable comfort of linen. This breathes incredibly well. You get the benefit of both
in one cloth. The cotton yarns add a suitable amount of body and crease-resistant properties which
keeps the propensity of linen to crease in check. Better than a pure linen, it’s more durable,
useable and responds so much better to pressing.",1656504764
Harp Green Floral Printed Premium Cotton Boxers,747," Story Our Printed Premium Cotton Boxers combo is a type of men's underwear, made of high-quality
cotton material, known for its softness, durability, and breathability. These boxers are designed to
provide maximum comfort and support to the wearer, while also offering a stylish and fashionable
look. These printed designs are unique and attractive which enhances the overall appearance of the
garment. So, whether you're reading a book, binge-watching your favorite series, or just relaxing at
home, these Boxers are the perfect choice to enhance your leisure experience.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/products/BX466_1_360x.jpg?v=1679994121, https://frenchcrown.in/cdn/shop/products/BX466_1_800x.jpg?v=1679994121, https://frenchcrown.in/cdn/shop/products/BX466_2_800x.jpg?v=1679994121, https://frenchcrown.in/cdn/shop/products/BX466_4_800x.jpg?v=1679994122, https://frenchcrown.in/cdn/shop/products/BX466_5_800x.jpg?v=1679994121, https://frenchcrown.in/cdn/shop/products/BoxerCoralimg2_e1a33c1f-4d14-41a6-a5c5-dd5acb412021_800x.jpg?v=1682146148",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"Our Printed Premium Cotton Boxers combo is a type of men's underwear, made of high-quality cotton
material, known for its softness, durability, and breathability. These boxers are designed to
provide maximum comfort and support to the wearer, while also offering a stylish and fashionable
look. These printed designs are unique and attractive which enhances the overall appearance of the
garment. So, whether you're reading a book, binge-watching your favorite series, or just relaxing at
home, these Boxers are the perfect choice to enhance your leisure experience.",1679994121
Bright White Funky Printed Luxurious Linen Boxers,997," Story Upgrade your leisurewear collection with our Bright White Funky Printed Luxurious Linen
Boxers! Crafted from premium linen fabric blended with pure cotton, these boxers provide ultimate
comfort and a touch of luxury. With their eye-catching prints and breathable fabric, you'll feel
cool and confident all day long. Make a stylish statement with these unique and oh-so-comfy boxers.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/files/BX509-RPRT-016_1_360x.jpg?v=1686810133, https://frenchcrown.in/cdn/shop/files/BX509-RPRT-016_1_800x.jpg?v=1686810133, https://frenchcrown.in/cdn/shop/files/BX509-RPRT-016_2_800x.jpg?v=1686810133, https://frenchcrown.in/cdn/shop/files/BX509-RPRT-016_4_800x.jpg?v=1686810134, https://frenchcrown.in/cdn/shop/files/BX509-RPRT-016_5_800x.jpg?v=1686810132, https://frenchcrown.in/cdn/shop/files/BX509-RPRT-016_6_800x.jpg?v=1686810132",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"Upgrade your leisurewear collection with our Bright White Funky Printed Luxurious Linen Boxers!
Crafted from premium linen fabric blended with pure cotton, these boxers provide ultimate comfort
and a touch of luxury. With their eye-catching prints and breathable fabric, you'll feel cool and
confident all day long. Make a stylish statement with these unique and oh-so-comfy boxers.",1686810133
Jade Black Funky Printed Super Soft Premium Cotton Boxers,997," Story Get ready to add some funk to your leisurewear game with our Jade Black Funky Printed Super
Soft Premium Cotton Boxers! Made from the finest cotton, these boxers offer unbeatable comfort and
style. Embrace your individuality and make a statement with these vibrant and oh-so-soft boxers.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/files/BX506-RPRT-013_1_dde731f5-2b84-40f0-a08e-05d4944df582_360x.jpg?v=1688557359, https://frenchcrown.in/cdn/shop/files/BX506-RPRT-013_1_dde731f5-2b84-40f0-a08e-05d4944df582_800x.jpg?v=1688557359, https://frenchcrown.in/cdn/shop/files/BX506-RPRT-013_2_800x.jpg?v=1688560932, https://frenchcrown.in/cdn/shop/files/BX506-RPRT-013_4_f7dc6ab7-2f90-4009-ae57-a314a908bf80_800x.jpg?v=1688560932, https://frenchcrown.in/cdn/shop/files/BX506-RPRT-013_5_a1360b67-e7e7-4e39-8e24-f119a6afba38_800x.jpg?v=1688560932, https://frenchcrown.in/cdn/shop/files/BX506-RPRT-013_6_1a869a1f-b8dd-434e-9bf6-8cb15bd0f9a1_800x.jpg?v=1688560932, https://frenchcrown.in/cdn/shop/files/BX506-RPRT-013_7_800x.jpg?v=1688560932, https://frenchcrown.in/cdn/shop/files/BX506-RPRT-013_1_800x.jpg?v=1688560932, https://frenchcrown.in/cdn/shop/files/BX506-RPRT-013_4_800x.jpg?v=1688560932, https://frenchcrown.in/cdn/shop/files/BX506-RPRT-013_5_800x.jpg?v=1688560932, https://frenchcrown.in/cdn/shop/files/BX506-RPRT-013_6_800x.jpg?v=1688560932",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"Get ready to add some funk to your leisurewear game with our Jade Black Funky Printed Super Soft
Premium Cotton Boxers! Made from the finest cotton, these boxers offer unbeatable comfort and style.
Embrace your individuality and make a statement with these vibrant and oh-so-soft boxers.",1688557359
White and Black Solid Premium Cotton Boxers,"1,497"," Story Featuring basic texture all over for unique charm is these white and Black Boxers. A smart
wardrobe must-have, these Boxer are made from cotton dobby that makes it extremely comfortable to
wear all day long and in Nights also.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/products/BX13_1_360x.jpg?v=1656504751, https://frenchcrown.in/cdn/shop/products/BX13_1_800x.jpg?v=1656504751, https://frenchcrown.in/cdn/shop/products/BX13_2_800x.jpg?v=1631162061, https://frenchcrown.in/cdn/shop/products/boxer_eb30349b-0696-4998-9c07-bb62a3af84e6_800x.jpg?v=1671871740, https://frenchcrown.in/cdn/shop/products/BX13_3_800x.jpg?v=1671871740, https://frenchcrown.in/cdn/shop/products/BX13_4_800x.jpg?v=1671871740, https://frenchcrown.in/cdn/shop/products/BX13_5_800x.jpg?v=1671871740, https://frenchcrown.in/cdn/shop/products/BX13_6_800x.jpg?v=1671871740, https://frenchcrown.in/cdn/shop/products/BX13_7_800x.jpg?v=1671871740, https://frenchcrown.in/cdn/shop/products/BoxerCoralimg_79a2cfa8-1f4c-4bba-a9e5-d533447128e8_800x.jpg?v=1671871740",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL,"Featuring basic texture all over for unique charm is these white and Black Boxers. A smart wardrobe
must-have, these Boxer are made from cotton dobby that makes it extremely comfortable to wear all
day long and in Nights also.",1656504751
Bright White Funky Printed Luxurious Linen Boxers,997," Story Upgrade your leisurewear collection with our Bright White Funky Printed Luxurious Linen
Boxers! Crafted from premium linen fabric blended with pure cotton, these boxers provide ultimate
comfort and a touch of luxury. With their eye-catching prints and breathable fabric, you'll feel
cool and confident all day long. Make a stylish statement with these unique and oh-so-comfy boxers.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/files/BX507-RPRT-014_1_cbbdde56-daaa-482d-a90c-1fb6140b2705_360x.jpg?v=1688557617, https://frenchcrown.in/cdn/shop/files/BX507-RPRT-014_1_cbbdde56-daaa-482d-a90c-1fb6140b2705_800x.jpg?v=1688557617, https://frenchcrown.in/cdn/shop/files/Untitled-1_4ae88037-ad42-4bca-b86a-012e4849acea_800x.jpg?v=1688561043, https://frenchcrown.in/cdn/shop/files/BX507-RPRT-014_4_abf8df9d-aa98-4ad9-ad51-1313a561566c_800x.jpg?v=1688561043, https://frenchcrown.in/cdn/shop/files/BX507-RPRT-014_5_50817605-91b9-4d38-8f78-edc2805e6646_800x.jpg?v=1688561043, https://frenchcrown.in/cdn/shop/files/BX507-RPRT-014_6_d240a796-f8bb-42ae-b6e3-de7306dc6bc2_800x.jpg?v=1688561043, https://frenchcrown.in/cdn/shop/files/BX507-RPRT-014_1_800x.jpg?v=1688561043, https://frenchcrown.in/cdn/shop/files/BX507-RPRT-014_4_800x.jpg?v=1688561043, https://frenchcrown.in/cdn/shop/files/BX507-RPRT-014_5_800x.jpg?v=1688561043, https://frenchcrown.in/cdn/shop/files/BX507-RPRT-014_6_800x.jpg?v=1688561043",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"Upgrade your leisurewear collection with our Bright White Funky Printed Luxurious Linen Boxers!
Crafted from premium linen fabric blended with pure cotton, these boxers provide ultimate comfort
and a touch of luxury. With their eye-catching prints and breathable fabric, you'll feel cool and
confident all day long. Make a stylish statement with these unique and oh-so-comfy boxers.",1688557617
White Premium linen and Black Premium Linen Boxers,"1,497"," Story The structure and durability of cotton blended with the lightweight, breathable comfort of
linen. This breathes incredibly well. You get the benefit of both in one cloth. The cotton yarns add
a suitable amount of body and crease-resistant properties which keeps the propensity of linen to
crease in check. Better than a pure linen, it’s more durable, useable and responds so much better to
pressing.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/products/BX47_1_copy_360x.jpg?v=1656504772, https://frenchcrown.in/cdn/shop/products/BX47_1_copy_800x.jpg?v=1656504772, https://frenchcrown.in/cdn/shop/products/BX47_2_copy_800x.jpg?v=1631162436, https://frenchcrown.in/cdn/shop/products/boxer_800x.jpg?v=1671871736, https://frenchcrown.in/cdn/shop/products/BX47_3_copy_800x.jpg?v=1671871736, https://frenchcrown.in/cdn/shop/products/BX47_4_copy_800x.jpg?v=1671871736, https://frenchcrown.in/cdn/shop/products/BX47_5_copy_800x.jpg?v=1671871736, https://frenchcrown.in/cdn/shop/products/BX47_6_copy_800x.jpg?v=1671871736, https://frenchcrown.in/cdn/shop/products/BX47_7_copy_800x.jpg?v=1671871736, https://frenchcrown.in/cdn/shop/products/BoxerCoralimg_df338007-6902-4081-a0b6-b479cae46ec8_800x.jpg?v=1671871736",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"The structure and durability of cotton blended with the lightweight, breathable comfort of linen.
This breathes incredibly well. You get the benefit of both in one cloth. The cotton yarns add a
suitable amount of body and crease-resistant properties which keeps the propensity of linen to
crease in check. Better than a pure linen, it’s more durable, useable and responds so much better to
pressing.",1656504772
Chantilly Pink Printed Premium Cotton Boxers,747," Story Our Premium Cotton Printed Boxers are a type of men's underwear, made of high-quality cotton
material, known for its softness, durability, and breathability. These boxers are designed to
provide maximum comfort and support to the wearer, while also offering a stylish and fashionable
look. These printed designs are unique and attractive which enhances the overall appearance of the
garment. So, whether you're reading a book, binge-watching your favorite series, or just relaxing at
home, these Boxers are the perfect choice to enhance your leisure experience.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/products/BX468_1_360x.jpg?v=1679994156, https://frenchcrown.in/cdn/shop/products/BX468_1_800x.jpg?v=1679994156, https://frenchcrown.in/cdn/shop/products/BX468_2_800x.jpg?v=1679994155, https://frenchcrown.in/cdn/shop/products/BX468_4_800x.jpg?v=1679994155, https://frenchcrown.in/cdn/shop/products/BX468_5_800x.jpg?v=1679994155, https://frenchcrown.in/cdn/shop/products/BoxerCoralimg2_e9817f5e-eb01-472f-9417-85feb29c74e6_800x.jpg?v=1682146113",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"Our Premium Cotton Printed Boxers are a type of men's underwear, made of high-quality cotton
material, known for its softness, durability, and breathability. These boxers are designed to
provide maximum comfort and  support to the wearer, while also offering a stylish and fashionable
look. These printed designs are unique and attractive which enhances the overall appearance of the
garment. So, whether you're reading a book, binge-watching your favorite series, or just relaxing at
home, these Boxers are the perfect choice to enhance your leisure experience.",1679994156
Black Cotton and White Premium Linen Boxers,"1,497"," Story Black Solid Boxer: Featuring basic texture all over for unique charm is this Black Boxer. A
smart wardrobe must-have, this Boxer is made from cotton dobby that makes it extremely comfortable
to wear all day long.White Linen Boxer: The structure and durability of cotton blended with the
lightweight, breathable comfort of linen. This breathes incredibly well. You get the benefit of both
in one cloth. The cotton yarns add a suitable amount of body and crease-resistant properties which
keeps the propensity of linen to crease in check. Better than a pure linen, it’s more durable,
useable and responds so much better to pressing.",Men’s,Men’s Boxers,"https://frenchcrown.in/cdn/shop/products/BX49_1_copy_360x.jpg?v=1656504589, https://frenchcrown.in/cdn/shop/products/BX49_1_copy_800x.jpg?v=1656504589, https://frenchcrown.in/cdn/shop/products/BX49_2_copy_800x.jpg?v=1631163310, https://frenchcrown.in/cdn/shop/products/boxer_2ecae523-dfc7-4a2c-b0ec-f7f7a879de6b_800x.jpg?v=1671871743, https://frenchcrown.in/cdn/shop/products/BX49_3_copy_800x.jpg?v=1671871743, https://frenchcrown.in/cdn/shop/products/BX49_4_copy_800x.jpg?v=1671871743, https://frenchcrown.in/cdn/shop/products/BX49_5_copy_800x.jpg?v=1671871743, https://frenchcrown.in/cdn/shop/products/BX49_6_copy_800x.jpg?v=1671871743, https://frenchcrown.in/cdn/shop/products/BX49_7_copy_800x.jpg?v=1671871743, https://frenchcrown.in/cdn/shop/products/BoxerCoralimg_0fde6fbe-b13a-4a6b-8516-fdc3d22e6bb2_800x.jpg?v=1671871743",Select Size,28 / XS|30 / S|32 / M|34 / L|36 / XL|38 / XXL|40 / 3XL|42 / 4XL|44 / 5XL,"Black Solid Boxer:Featuring basic texture all over for unique charm is this Black Boxer. A smart
wardrobe must-have, this Boxer is made from cotton dobby that makes it extremely comfortable to wear
all day long.White Linen Boxer:The structure and durability of cotton blended with the lightweight,
breathable comfort of linen. This breathes incredibly well. You get the benefit of both in one
cloth. The cotton yarns add a suitable amount of body and crease-resistant properties which keeps
the propensity of linen to crease in check. Better than a pure linen, it’s more durable, useable and
responds so much better to pressing.",1656504589
