title,price,story_description,category,sub_category,image_urls,size_title,size,description,id
Oyster Blue Subtle Sheen Super Soft Premium Cotton Shirt,"2,497"," Story Want to leave a lasting impression wherever you go? This shirt will be your best bet! With
soft fabric and smooth sheen, this will make sure you flaunt your best self. You can style it with
basic jeans for any casual event or a grey suit for your official events.",Men’s Shirts,Men’s Shirts,"https://frenchcrown.in/cdn/shop/products/8677-BLK_4_360x.jpg?v=1689769535, https://frenchcrown.in/cdn/shop/products/8677-BLK_4_800x.jpg?v=1689769535, https://frenchcrown.in/cdn/shop/products/8677-BLK_2_800x.jpg?v=1689769535, https://frenchcrown.in/cdn/shop/products/8677-BLK_1_800x.jpg?v=1689769535, https://frenchcrown.in/cdn/shop/products/8677-BLK_5_800x.jpg?v=1685352653, https://frenchcrown.in/cdn/shop/products/8677-BLK_6_800x.jpg?v=1685352653, https://frenchcrown.in/cdn/shop/products/8677-BLK_7_800x.jpg?v=1685352653, https://frenchcrown.in/cdn/shop/products/8677-BLK_3_50aaee21-8e58-434b-a190-542e2eeb7f31_800x.jpg?v=1685352653, https://frenchcrown.in/cdn/shop/products/8677-BLK_4_17fc4539-a1c9-4315-b7c7-25b23ed097c0_800x.jpg?v=1685352653, https://frenchcrown.in/cdn/shop/products/8677-BLK_8_800x.jpg?v=1685352653, https://frenchcrown.in/cdn/shop/products/ShirtCorel_3dddcf2c-4ec7-422c-8901-ab9017f8a137_800x.jpg?v=1685352653",Select Size,38 / XS|39 / S|40 / M|42 / L|44 / XL|46 / XXL|48 / 3XL|50 / 4XL|52 / 5XL,"Want to leave a lasting impression wherever you go? This shirt will be your best bet! With soft
fabric and smooth sheen, this will make sure you flaunt your best self. You can style it with basic
jeans for any casual event or a grey suit for your official events.100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Premium mother-of-pearl buttons
Satin weave: A type of textile weave, Satin is somewhat shinier than the average Poplin weave. The
fabric thus created is more lustrous and gives an exclusive look to the shirt.
Medium weight fabric, ideal for all climates.",1689769535
Arrowtown Brown Subtle Sheen Super Soft Premium Cotton Shirt,"2,497"," Story Your hunt for a good shirt is now over! This is the epitome of style and comfort. Made from
premium quality cotton, this shirt is incredibly soft and gentle on the skin, making it perfect for
everyday wear. It can be dressed up or down to suit any occasion, whether you're heading to the
office or meeting up with friends. With its flattering fit and breathable fabric, this shirt is the
ultimate choice for comfort and style. Get yours today and feel the difference!",Men’s Shirts,Men’s Shirts,"https://frenchcrown.in/cdn/shop/products/8889-BLK_4_360x.jpg?v=1689770123, https://frenchcrown.in/cdn/shop/products/8889-BLK_4_800x.jpg?v=1689770123, https://frenchcrown.in/cdn/shop/products/8889-BLK_2_800x.jpg?v=1689770123, https://frenchcrown.in/cdn/shop/products/8889-BLK_1_800x.jpg?v=1689770123, https://frenchcrown.in/cdn/shop/products/8889-BLK_5_800x.jpg?v=1685359801, https://frenchcrown.in/cdn/shop/products/8889-BLK_6_800x.jpg?v=1685359801, https://frenchcrown.in/cdn/shop/products/8889-BLK_7_800x.jpg?v=1685359801, https://frenchcrown.in/cdn/shop/products/8889_1_800x.jpg?v=1685359801, https://frenchcrown.in/cdn/shop/products/8889_2_800x.jpg?v=1685359801, https://frenchcrown.in/cdn/shop/products/8889-BLK_8_800x.jpg?v=1685359801, https://frenchcrown.in/cdn/shop/products/ShirtCorel_5246a544-b7a8-4c87-a266-b97a29cb2132_800x.jpg?v=1685359801",Select Size,38 / XS|39 / S|40 / M|42 / L|44 / XL|46 / XXL|48 / 3XL|50 / 4XL|52 / 5XL,"Your hunt for a good shirt is now over! This is the epitome of style and comfort. Made from premium
quality cotton, this shirt is incredibly soft and gentle on the skin, making it perfect for everyday
wear. It can be dressed up or down to suit any occasion, whether you're heading to the office or
meeting up with friends. With its flattering fit and breathable fabric, this shirt is the ultimate
choice for comfort and style. Get yours today and feel the difference!100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Premium mother-of-pearl buttons
Satin weave: A type of textile weave, Satin is somewhat shinier than the average Poplin weave. The
fabric thus created is more lustrous and gives an exclusive look to the shirt.
Medium weight fabric, ideal for all climates.",1689770123
Nutmeg Brown Subtle Sheen Super Soft Premium Cotton Shirt,"2,497"," Story A unique staple every corporate range needs is this solid Nutmeg Brown shirt by French Crown.
Crafted using regular-fit from a lightweight slight sheen-cotton material which offers unrestricted
comfort, this full-sleeved shirt will be your go-to whether heading to a party or formal evening
dos. Merge it with light-coloured slim-fit chinos and polished loafers to look dapper.",Men’s Shirts,Men’s Shirts,"https://frenchcrown.in/cdn/shop/products/8853-BLK_4_360x.jpg?v=1689769644, https://frenchcrown.in/cdn/shop/products/8853-BLK_4_800x.jpg?v=1689769644, https://frenchcrown.in/cdn/shop/products/8853-BLK_2_800x.jpg?v=1689769644, https://frenchcrown.in/cdn/shop/products/8853-BLK_1_800x.jpg?v=1689769644, https://frenchcrown.in/cdn/shop/products/8853-BLK_5_800x.jpg?v=1685350015, https://frenchcrown.in/cdn/shop/products/8853-BLK_6_800x.jpg?v=1685350015, https://frenchcrown.in/cdn/shop/products/8853-BLK_7_800x.jpg?v=1685350015, https://frenchcrown.in/cdn/shop/products/8853_1_800x.jpg?v=1685350015, https://frenchcrown.in/cdn/shop/products/8853_2_800x.jpg?v=1685350015, https://frenchcrown.in/cdn/shop/products/8853-BLK_8_800x.jpg?v=1685350015, https://frenchcrown.in/cdn/shop/products/ShirtCorel_6612d4c8-2d3b-41f0-a190-669b41313b4c_800x.jpg?v=1685350015",Select Size,38 / XS|39 / S|40 / M|42 / L|44 / XL|46 / XXL|48 / 3XL|50 / 4XL|52 / 5XL,"A unique staple every corporate range needs is this solid Nutmeg Brown shirt by French Crown.
Crafted using regular-fit from a lightweight slight sheen-cotton material which offers unrestricted
comfort, this full-sleeved shirt will be your go-to whether heading to a party or formal evening
dos. Merge it with light-coloured slim-fit chinos and polished loafers to look dapper.100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Premium mother-of-pearl buttons
Satin weave: A type of textile weave, Satin is somewhat shinier than the average Poplin weave. The
fabric thus created is more lustrous and gives an exclusive look to the shirt.
Medium weight fabric, ideal for all climates.",1689769644
Melon Peach Subtle Sheen Snake Pleated Super Soft Premium Cotton Shirt,"2,797"," Story If you are looking for something comfortable that is at par with current trends, then you are
at the perfect spot! This snake pleated tuxedo shirt features a spread collar and a comfy regular
fit. You can style it based on the demands of the situation. Go for a black tuxedo for a formal
event or just style it with basic trousers for a special occasion.",Men’s Shirts,Men’s Shirts,"https://frenchcrown.in/cdn/shop/products/8694-TXD_4_360x.jpg?v=1674310562, https://frenchcrown.in/cdn/shop/products/8694-TXD_4_800x.jpg?v=1674310562, https://frenchcrown.in/cdn/shop/products/8694-TXD_2_800x.jpg?v=1674310562, https://frenchcrown.in/cdn/shop/products/8694-TXD_1_800x.jpg?v=1685352941, https://frenchcrown.in/cdn/shop/products/8694-TXD_5_800x.jpg?v=1685352941, https://frenchcrown.in/cdn/shop/products/8694-TXD_6_800x.jpg?v=1685352941, https://frenchcrown.in/cdn/shop/products/8694-TXD_7_800x.jpg?v=1685352941, https://frenchcrown.in/cdn/shop/products/8694-TXD_2_726fa5b8-a180-4ab9-b0a5-1727c785836a_800x.jpg?v=1685352941, https://frenchcrown.in/cdn/shop/products/8694-TXD_3_2b4287ad-4a68-4603-9425-5f0939be0e21_800x.jpg?v=1685352941, https://frenchcrown.in/cdn/shop/products/8694-TXD_8_800x.jpg?v=1685352941",Select Size,38 / XS|39 / S|40 / M|42 / L|44 / XL|46 / XXL|48 / 3XL|50 / 4XL|52 / 5XL,"If you are looking for something comfortable that is at par with current trends, then you are at the
perfect spot! This snake pleated tuxedo shirt features a spread collar and a comfy regular fit. You
can style it based on the demands of the situation. Go for a black tuxedo for a formal event or just
style it with basic trousers for a special occasion.100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Premium mother-of-pearl buttons
Satin weave: A type of textile weave, Satin is somewhat shinier than the average Poplin weave. The
fabric thus created is more lustrous and gives an exclusive look to the shirt.
Medium weight fabric, ideal for all climates.",1674310562
Coriander Green Subtle Sheen Super Soft Premium Cotton Shirt,"2,497"," Story Give yourself a complete makeover as you put on this regular fit, evening wear shirt from
French Crown. Made using slight sheen fabric blended with pure cotton for utmost comfort and
durability, this solid green shirt features a spread collar, full sleeves, and button-through
fastening. Style it with matching trousers and loafers for an impeccable look.",Men’s Shirts,Men’s Shirts,"https://frenchcrown.in/cdn/shop/products/8875-BLK_4_360x.jpg?v=1689768868, https://frenchcrown.in/cdn/shop/products/8875-BLK_4_800x.jpg?v=1689768868, https://frenchcrown.in/cdn/shop/products/8875-BLK_2_800x.jpg?v=1689768868, https://frenchcrown.in/cdn/shop/products/8875-BLK_1_800x.jpg?v=1689768868, https://frenchcrown.in/cdn/shop/products/8875-BLK_5_800x.jpg?v=1685359600, https://frenchcrown.in/cdn/shop/products/8875-BLK_6_800x.jpg?v=1685359600, https://frenchcrown.in/cdn/shop/products/8875-BLK_7_800x.jpg?v=1685359600, https://frenchcrown.in/cdn/shop/products/8875_1_800x.jpg?v=1685359600, https://frenchcrown.in/cdn/shop/products/8875_2_800x.jpg?v=1685359600, https://frenchcrown.in/cdn/shop/products/8875-BLK_8_800x.jpg?v=1685359600, https://frenchcrown.in/cdn/shop/products/ShirtCorel_bc4e43c7-9c6c-42cb-900e-a9e6f2b7486e_800x.jpg?v=1685359600",Select Size,38 / XS|39 / S|40 / M|42 / L|44 / XL|46 / XXL|48 / 3XL|50 / 4XL|52 / 5XL,"Give yourself a complete makeover as you put on this regular fit, evening wear shirt from French
Crown. Made using slight sheen fabric blended with pure cotton for utmost comfort and durability,
this solid green shirt features a spread collar, full sleeves, and button-through fastening. Style
it with matching trousers and loafers for an impeccable look.100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Premium mother-of-pearl buttons
Satin weave: A type of textile weave, Satin is somewhat shinier than the average Poplin weave. The
fabric thus created is more lustrous and gives an exclusive look to the shirt.
Medium weight fabric, ideal for all climates.",1689768868
Citrine Yellow Subtle Sheen With Cat Embroidered Super Soft Premium Cotton Shirt,"2,697"," Story Update your off-duty wardrobe with this embroidered shirt from the house of French Crown.
Easy regular fit, with a cat-like embroidered design on the left, this shirt is tailored using
slight sheen fabric blended with top-notch cotton for true comfort and durability. Get ready
instantly by layering over a casual jacket with chinos and polished loafers for a smart look.",Men’s Shirts,Men’s Shirts,"https://frenchcrown.in/cdn/shop/products/8957-BLK-E032_1_360x.jpg?v=1676355753, https://frenchcrown.in/cdn/shop/products/8957-BLK-E032_1_800x.jpg?v=1676355753, https://frenchcrown.in/cdn/shop/products/8957-BLK-E032_2_800x.jpg?v=1676355751, https://frenchcrown.in/cdn/shop/products/8957-BLK-E032_4_800x.jpg?v=1676355754, https://frenchcrown.in/cdn/shop/products/8957-BLK-E032_5_800x.jpg?v=1676355754, https://frenchcrown.in/cdn/shop/products/8957-BLK-E032_6_800x.jpg?v=1676355752, https://frenchcrown.in/cdn/shop/products/8957-BLK-E032_7_800x.jpg?v=1676355756, https://frenchcrown.in/cdn/shop/products/8957-BLK-E032_8_800x.jpg?v=1676355753, https://frenchcrown.in/cdn/shop/products/8957-BLK-E032_9_800x.jpg?v=1676355751, https://frenchcrown.in/cdn/shop/products/8957_1_800x.jpg?v=1678700950, https://frenchcrown.in/cdn/shop/products/8957_2_800x.jpg?v=1678700950, https://frenchcrown.in/cdn/shop/products/8957-BLK-E032_11_800x.jpg?v=1678700950",Select Size,38 / XS|39 / S|40 / M|42 / L|44 / XL|46 / XXL|48 / 3XL|50 / 4XL|52 / 5XL,"Update your off-duty wardrobe with this embroidered shirt from the house of French Crown. Easy
regular fit, with a cat-like embroidered design on the left, this shirt is tailored using slight
sheen fabric blended with top-notch cotton for true comfort and durability. Get ready instantly by
layering over a casual jacket with chinos and polished loafers for a smart look.100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Premium mother-of-pearl buttons
Satin weave: A type of textile weave, Satin is somewhat shinier than the average Poplin weave. The
fabric thus created is more lustrous and gives an exclusive look to the shirt.
Medium weight fabric, ideal for all climates.",1676355753
Tropical Blue Snake Pleated Super Soft Premium Cotton Tuxedo Shirt,"2,797"," Story Highlight your party attitude effortlessly in this blue shirt from French Crown. Tailored for
a regular silhouette, the unique snake pleated design gives this shirt an amazing look. Don this
full-sleeve shirt with black trousers and loafers to seal your look. You can also go with some
layering options.",Men’s Shirts,Men’s Shirts,"https://frenchcrown.in/cdn/shop/products/8668-BLK-TXD_4_360x.jpg?v=1674309866, https://frenchcrown.in/cdn/shop/products/8668-BLK-TXD_4_800x.jpg?v=1674309866, https://frenchcrown.in/cdn/shop/products/8668-BLK-TXD_2_800x.jpg?v=1674309866, https://frenchcrown.in/cdn/shop/products/8668-BLK-TXD_1_800x.jpg?v=1685352490, https://frenchcrown.in/cdn/shop/products/8668-BLK-TXD_5_800x.jpg?v=1685352490, https://frenchcrown.in/cdn/shop/products/8668-BLK-TXD_6_800x.jpg?v=1685352490, https://frenchcrown.in/cdn/shop/products/8668-BLK-TXD_7_800x.jpg?v=1685352490, https://frenchcrown.in/cdn/shop/products/8668-TXD-BLK_2_800x.jpg?v=1685352490, https://frenchcrown.in/cdn/shop/products/8668-TXD-BLK_3_800x.jpg?v=1685352490, https://frenchcrown.in/cdn/shop/products/8668-BLK-TXD_8_800x.jpg?v=1685352490",Select Size,38 / XS|39 / S|40 / M|42 / L|44 / XL|46 / XXL|48 / 3XL|50 / 4XL|52 / 5XL,"Highlight your party attitude effortlessly in this blue shirt from French Crown. Tailored for a
regular silhouette, the unique snake pleated design gives this shirt an amazing look. Don this full-
sleeve shirt with black trousers and loafers to seal your look.  You can also go with some layering
options.100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Premium mother-of-pearl buttons
Satin weave: A type of textile weave, Satin is somewhat shinier than the average Poplin weave. The
fabric thus created is more lustrous and gives an exclusive look to the shirt.
Medium weight fabric, ideal for all climates.",1674309866
Periglacial Green Subtle Sheen Super Soft Premium Cotton Shirt,"2,497"," Story Wondering what to wear for your next formal gathering? Get your hands on this amazing solid
Green shirt from French Crown. With its smooth, lustrous fabric, it gives off a luxurious shine,
making it perfect for special occasions. The rich green colour gives the shirt a classic and
timeless look, making it a versatile piece that can be paired with a variety of styles and colours.
The slight sheen material blended with pure cotton is soft to the touch, providing a comfortable
feel all day long, making it perfect for events that require you to be dressed up for long hours.
Whether you're attending a formal event, a wedding, or a night out on the town, this shirt is a
must-have in your wardrobe.",Men’s Shirts,Men’s Shirts,"https://frenchcrown.in/cdn/shop/products/8861-BLK_4_360x.jpg?v=1689770153, https://frenchcrown.in/cdn/shop/products/8861-BLK_4_800x.jpg?v=1689770153, https://frenchcrown.in/cdn/shop/products/8861-BLK_2_800x.jpg?v=1689770153, https://frenchcrown.in/cdn/shop/products/8861-BLK_1_800x.jpg?v=1689770153, https://frenchcrown.in/cdn/shop/products/8861-BLK_5_800x.jpg?v=1685351068, https://frenchcrown.in/cdn/shop/products/8861-BLK_6_800x.jpg?v=1685351068, https://frenchcrown.in/cdn/shop/products/8861-BLK_7_800x.jpg?v=1685351068, https://frenchcrown.in/cdn/shop/files/8861-BLK_1_65a4c65f-128c-4e5b-b267-20affd0c5fa0_800x.jpg?v=1689332840, https://frenchcrown.in/cdn/shop/files/8861-BLK_2_e3dc8d6f-0220-4368-9de3-1b366d5c8e54_800x.jpg?v=1689332840, https://frenchcrown.in/cdn/shop/files/8861-BLK_3_5dd92244-83a8-40d5-83ee-2b2adc217f47_800x.jpg?v=1689332840, https://frenchcrown.in/cdn/shop/files/8861-BLK_4_25335910-13ff-45ef-8d9c-17ebe4d86d3e_800x.jpg?v=1689332840, https://frenchcrown.in/cdn/shop/products/8861-BLK_8_800x.jpg?v=1689332840, https://frenchcrown.in/cdn/shop/products/ShirtCorel_d03e7718-ce4a-4e7a-b0e2-40ebf5734681_800x.jpg?v=1689332840",Select Size,38 / XS|39 / S|40 / M|42 / L|44 / XL|46 / XXL|48 / 3XL|50 / 4XL|52 / 5XL,"Wondering what to wear for your next formal gathering? Get your hands on this amazing solid Green
shirt from French Crown.  With its smooth, lustrous fabric, it gives off a luxurious shine, making
it perfect for special occasions. The rich green colour gives the shirt a classic and timeless look,
making it a versatile piece that can be paired with a variety of styles and colours. The slight
sheen material blended with pure cotton is soft to the touch, providing a comfortable feel all day
long, making it perfect for events that require you to be dressed up for long hours. Whether you're
attending a formal event, a wedding, or a night out on the town, this shirt is a must-have in your
wardrobe.100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Premium mother-of-pearl buttons
Satin weave: A type of textile weave, Satin is somewhat shinier than the average Poplin weave. The
fabric thus created is more lustrous and gives an exclusive look to the shirt.
Medium weight fabric, ideal for all climates.",1689770153
Bright White Subtle Sheen Super Soft Premium Cotton Shirt,"2,497"," Story Your hunt for a good shirt is now over! This is the epitome of style and comfort. Made from
premium quality cotton, this shirt is incredibly soft and gentle on the skin, making it perfect for
everyday wear. It can be dressed up or down to suit any occasion, whether you're heading to the
office or meeting up with friends. With its flattering fit and breathable fabric, this shirt is the
ultimate choice for comfort and style. Get yours today and feel the difference!",Men’s Shirts,Men’s Shirts,"https://frenchcrown.in/cdn/shop/products/8879-BLK_4_360x.jpg?v=1689770750, https://frenchcrown.in/cdn/shop/products/8879-BLK_4_800x.jpg?v=1689770750, https://frenchcrown.in/cdn/shop/products/8879-BLK_2_800x.jpg?v=1689770750, https://frenchcrown.in/cdn/shop/products/8879-BLK_1_800x.jpg?v=1689770750, https://frenchcrown.in/cdn/shop/products/8879-BLK_5_800x.jpg?v=1685359636, https://frenchcrown.in/cdn/shop/products/8879-BLK_6_800x.jpg?v=1685359636, https://frenchcrown.in/cdn/shop/products/8879-BLK_7_800x.jpg?v=1685359636, https://frenchcrown.in/cdn/shop/products/8879_1_800x.jpg?v=1685359636, https://frenchcrown.in/cdn/shop/products/8879_2_800x.jpg?v=1685359636, https://frenchcrown.in/cdn/shop/products/8879-BLK_9_800x.jpg?v=1685359636, https://frenchcrown.in/cdn/shop/products/ShirtCorel_ff6bb814-1645-40b9-ac56-01bbe7a01342_800x.jpg?v=1685359636",Select Size,38 / XS|39 / S|40 / M|42 / L|44 / XL|46 / XXL|48 / 3XL|50 / 4XL|52 / 5XL,"Your hunt for a good shirt is now over! This is the epitome of style and comfort. Made from premium
quality cotton, this shirt is incredibly soft and gentle on the skin, making it perfect for everyday
wear. It can be dressed up or down to suit any occasion, whether you're heading to the office or
meeting up with friends. With its flattering fit and breathable fabric, this shirt is the ultimate
choice for comfort and style. Get yours today and feel the difference!100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Premium mother-of-pearl buttons
Satin weave: A type of textile weave, Satin is somewhat shinier than the average Poplin weave. The
fabric thus created is more lustrous and gives an exclusive look to the shirt.
Medium weight fabric, ideal for all climates.",1689770750
Celeste Grey Subtle Sheen Super Soft Premium Cotton Shirt,"2,497"," Story Your hunt for a good shirt is now over! This is the epitome of style and comfort. Made from
premium quality cotton, this shirt is incredibly soft and gentle on the skin, making it perfect for
everyday wear. It can be dressed up or down to suit any occasion, whether you're heading to the
office or meeting up with friends. With its flattering fit and breathable fabric, this shirt is the
ultimate choice for comfort and style. Get yours today and feel the difference!",Men’s Shirts,Men’s Shirts,"https://frenchcrown.in/cdn/shop/products/8885-BLK_4_360x.jpg?v=1689769330, https://frenchcrown.in/cdn/shop/products/8885-BLK_4_800x.jpg?v=1689769330, https://frenchcrown.in/cdn/shop/products/8885-BLK_2_800x.jpg?v=1689769330, https://frenchcrown.in/cdn/shop/products/8885-BLK_1_800x.jpg?v=1689769330, https://frenchcrown.in/cdn/shop/products/8885-BLK_5_800x.jpg?v=1685359713, https://frenchcrown.in/cdn/shop/products/8885-BLK_6_800x.jpg?v=1685359713, https://frenchcrown.in/cdn/shop/products/8885-BLK_7_800x.jpg?v=1685359713, https://frenchcrown.in/cdn/shop/products/8885_1_800x.jpg?v=1685359713, https://frenchcrown.in/cdn/shop/products/8885_2_800x.jpg?v=1685359713, https://frenchcrown.in/cdn/shop/products/8885-BLK_8_800x.jpg?v=1685359713, https://frenchcrown.in/cdn/shop/products/ShirtCorel_d6aaa418-f60f-4423-a21c-44f5982fa9e0_800x.jpg?v=1685359713",Select Size,38 / XS|39 / S|40 / M|42 / L|44 / XL|46 / XXL|48 / 3XL|50 / 4XL|52 / 5XL,"Your hunt for a good shirt is now over! This is the epitome of style and comfort. Made from premium
quality cotton, this shirt is incredibly soft and gentle on the skin, making it perfect for everyday
wear. It can be dressed up or down to suit any occasion, whether you're heading to the office or
meeting up with friends. With its flattering fit and breathable fabric, this shirt is the ultimate
choice for comfort and style. Get yours today and feel the difference!100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Premium mother-of-pearl buttons
Satin weave: A type of textile weave, Satin is somewhat shinier than the average Poplin weave. The
fabric thus created is more lustrous and gives an exclusive look to the shirt.
Medium weight fabric, ideal for all climates.",1689769330
Iridium Gray Subtle Sheen Super Soft Premium Cotton Shirt,"2,497"," Story Wondering what to wear for your next formal gathering? Get your hands on this amazing solid
Gray shirt from French Crown. With its smooth, lustrous fabric, it gives off a luxurious shine,
making it perfect for special occasions. The rich gray colour gives the shirt a classic and timeless
look, making it a versatile piece that can be paired with a variety of styles and colours. The
slight sheen material blended with pure cotton is soft to the touch, providing a comfortable feel
all day long, making it perfect for events that require you to be dressed up for long hours. Whether
you're attending a formal event, a wedding, or a night out on the town, this shirt is a must-have in
your wardrobe.",Men’s Shirts,Men’s Shirts,"https://frenchcrown.in/cdn/shop/products/8847-BLK_3_360x.jpg?v=1689770726, https://frenchcrown.in/cdn/shop/products/8847-BLK_3_800x.jpg?v=1689770726, https://frenchcrown.in/cdn/shop/products/8847-BLK_2_800x.jpg?v=1689770726, https://frenchcrown.in/cdn/shop/products/8847-BLK_1_800x.jpg?v=1689770726, https://frenchcrown.in/cdn/shop/products/8847-BLK_4_800x.jpg?v=1685349250, https://frenchcrown.in/cdn/shop/products/8847-BLK_5_800x.jpg?v=1685349250, https://frenchcrown.in/cdn/shop/products/8847-BLK_6_800x.jpg?v=1685349250, https://frenchcrown.in/cdn/shop/products/8847_1_fbac4a60-a1d6-473e-8229-bfa9214ecb7e_800x.jpg?v=1685349250, https://frenchcrown.in/cdn/shop/products/8847_2_4abfeb6d-56dc-4cb8-a8d4-2f5708ce565f_800x.jpg?v=1685349250, https://frenchcrown.in/cdn/shop/products/8847-BLK_7_800x.jpg?v=1685349250, https://frenchcrown.in/cdn/shop/products/ShirtCorel_457fd2a2-0250-49fb-b70a-866422f6cb94_800x.jpg?v=1685349250",Select Size,38 / XS|39 / S|40 / M|42 / L|44 / XL|46 / XXL|48 / 3XL|50 / 4XL|52 / 5XL,"Wondering what to wear for your next formal gathering? Get your hands on this amazing solid Gray
shirt from French Crown.  With its smooth, lustrous fabric, it gives off a luxurious shine, making
it perfect for special occasions. The rich gray colour gives the shirt a classic and timeless look,
making it a versatile piece that can be paired with a variety of styles and colours. The slight
sheen material blended with pure cotton is soft to the touch, providing a comfortable feel all day
long, making it perfect for events that require you to be dressed up for long hours. Whether you're
attending a formal event, a wedding, or a night out on the town, this shirt is a must-have in your
wardrobe.100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Premium mother-of-pearl buttons
Satin weave: A type of textile weave, Satin is somewhat shinier than the average Poplin weave. The
fabric thus created is more lustrous and gives an exclusive look to the shirt.
Medium weight fabric, ideal for all climates.",1689770726
Merino Cream Subtle Sheen Super Soft Premium Cotton Shirt,"2,497"," Story Go for this dapper slight sheen shirt with a traditional spread collar, and full sleeves from
French Crown featuring a regular fit to get a stylish yet comfortable outfit. To look your best,
team this shirt with a pair of formal trousers and monk shoes.",Men’s Shirts,Men’s Shirts,"https://frenchcrown.in/cdn/shop/products/8701-BLK_4_360x.jpg?v=1689768773, https://frenchcrown.in/cdn/shop/products/8701-BLK_4_800x.jpg?v=1689768773, https://frenchcrown.in/cdn/shop/products/8701-BLK_2_800x.jpg?v=1689768773, https://frenchcrown.in/cdn/shop/products/8701-BLK_1_800x.jpg?v=1689768773, https://frenchcrown.in/cdn/shop/products/8701-BLK_5_800x.jpg?v=1685353150, https://frenchcrown.in/cdn/shop/products/8701-BLK_6_800x.jpg?v=1685353150, https://frenchcrown.in/cdn/shop/products/8701-BLK_7_800x.jpg?v=1685353150, https://frenchcrown.in/cdn/shop/products/8701-BLK_3_2227629b-9b9e-43f7-99c1-fec800e44bab_800x.jpg?v=1685353150, https://frenchcrown.in/cdn/shop/products/8701-BLK_4_17b3d585-96d5-4e13-b425-446b196c70e1_800x.jpg?v=1685353150, https://frenchcrown.in/cdn/shop/products/8701-BLK_8_800x.jpg?v=1685353150, https://frenchcrown.in/cdn/shop/products/ShirtCorel_64dd9eca-b9ce-42ec-8cf3-528d7feeaad6_800x.jpg?v=1685353150",Select Size,38 / XS|39 / S|40 / M|42 / L|44 / XL|46 / XXL|48 / 3XL|50 / 4XL|52 / 5XL,"Go for this dapper slight sheen shirt with a traditional spread collar, and full sleeves from French
Crown featuring a regular fit to get a stylish yet comfortable outfit. To look your best, team this
shirt with a pair of formal trousers and monk shoes.100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Premium mother-of-pearl buttons
Satin weave: A type of textile weave, Satin is somewhat shinier than the average Poplin weave. The
fabric thus created is more lustrous and gives an exclusive look to the shirt.
Medium weight fabric, ideal for all climates.",1689768773
